sport,api_version,season,seasonId,teamId,G,AU_POINTS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_TB,batting_SF,batting_SH,pitching_W,pitching_L,pitching_SHO,pitching_CG,pitching_QS,pitching_SV,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_PI,pitching_PI_balls,pitching_PI_strikes,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_CS,fielding_TC,batting_BA,batting_OBP,batting_SLG,batting_OPS,batting_OPS+,batting_SecA,batting_BB%,batting_K%,batting_ISO,batting_BABIP,batting_PSN,pitching_ERA,pitching_ERA+,pitching_FIP,pitching_FIP-,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,fielding_FLD%,fielding_CH,fielding_RF/9
softball,v1,2020,2,16,24,676,108,95,29,35,4,1,8,28,8,2,16,4,5,1,65,1,2,1,2,0,0,0,0,19.666,19,15,11,4,6,15,4,1,345,132,213,122,44,20,2,2,1,66,0.368,0.425,0.684,1.109,,0.432,0.074,0.148,0.316,0.597,2.0,5.034,,,,1.271,8.695,1.831,2.746,6.865,2.5,6.865,0.97,66,4.721
softball,v1,2020,2,17,26,240,96,85,14,22,3,0,2,11,9,2,15,5,5,0,31,0,0,0,3,0,0,0,0,20.0,43,37,30,11,10,8,5,0,306,164,269,139,48,21,4,2,1,73,0.259,0.344,0.365,0.709,,0.271,0.094,0.156,0.106,0.353,2.0,13.5,,,,2.65,19.35,4.95,4.5,3.6,0.8,16.65,0.945,73,4.468
softball,v1,2020,2,18,19,290,79,71,3,13,1,2,0,2,5,2,18,0,0,0,18,1,0,1,2,1,2,1,0,20.0,25,15,14,7,5,27,2,2,383,133,255,114,35,16,3,0,0,54,0.183,0.253,0.254,0.507,,0.141,0.063,0.228,0.07,0.241,,6.3,,,,1.5,11.25,3.15,2.25,12.15,5.4,6.75,0.944,54,4.026
softball,v1,2020,2,19,20,250,85,75,4,12,1,0,2,4,7,3,24,2,2,0,19,0,0,0,3,0,2,2,0,20.0,17,12,9,7,4,14,3,0,296,105,195,123,45,19,3,4,0,67,0.16,0.259,0.253,0.512,,0.213,0.082,0.282,0.093,0.286,2.0,4.05,,,,1.05,7.65,3.15,1.8,6.3,3.5,5.4,0.955,67,4.683
softball,v1,2020,2,20,24,792,100,85,17,27,3,0,10,15,8,5,15,3,3,0,60,1,1,2,1,0,1,1,0,21.0,20,11,11,2,5,19,1,1,347,126,221,141,50,21,1,3,0,72,0.318,0.404,0.706,1.11,,0.518,0.08,0.15,0.388,0.607,2.0,4.714,,,,1.19,8.571,0.857,2.143,8.143,3.8,4.714,0.986,72,4.532
softball,v1,2020,2,21,21,1012,93,86,20,26,5,1,7,19,5,1,12,0,0,0,54,1,0,3,0,0,1,1,1,21.0,16,6,5,3,11,9,5,2,310,137,173,124,51,26,2,8,0,79,0.302,0.344,0.628,0.972,,0.384,0.054,0.129,0.326,0.485,,2.143,,,,1.286,6.857,1.286,4.714,3.857,0.818,2.571,0.975,79,5.589
softball,v1,2020,2,22,23,642,116,97,42,47,10,2,7,40,17,0,9,8,8,0,82,0,2,3,0,0,2,2,0,21.0,17,10,10,4,8,17,1,0,345,120,225,120,45,15,2,2,1,62,0.485,0.561,0.845,1.406,,0.619,0.147,0.078,0.361,0.667,2.0,4.286,,,,1.19,7.286,1.714,3.429,7.286,2.125,4.286,0.968,62,4.5
softball,v1,2020,2,23,21,420,99,90,25,29,2,2,10,25,7,1,13,1,2,1,65,1,0,1,1,0,0,1,0,20.000999999999998,35,31,30,8,15,11,2,3,425,173,257,107,48,24,1,9,0,73,0.322,0.374,0.722,1.096,,0.478,0.071,0.131,0.4,0.574,2.0,13.499,,,,2.5,15.749,3.6,6.75,4.95,0.733,13.949,0.986,73,6.056
softball,v1,2020,2,24,23,420,101,84,23,26,1,0,8,21,15,1,11,0,0,0,51,0,1,1,2,0,0,0,0,20.000999999999998,34,32,30,11,11,22,1,3,414,169,251,134,38,14,3,0,0,55,0.31,0.42,0.607,1.027,,0.476,0.149,0.109,0.298,0.523,,13.499,,,,2.25,15.299,4.95,4.95,9.9,2.0,14.399,0.945,55,3.493
softball,v1,2020,2,25,27,158,92,79,14,18,1,0,6,14,9,2,22,1,1,0,37,1,1,0,2,0,0,0,0,19.0,34,31,29,8,14,5,0,0,351,141,213,107,51,22,3,4,0,76,0.228,0.319,0.468,0.787,,0.367,0.098,0.239,0.241,0.462,2.0,13.737,,,,2.526,16.105,3.789,6.632,2.368,0.357,14.684,0.961,76,6.14
