sport,api_version,season,seasonId,week_number,game_number,season_type,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,team_id,sets_played,kills,kills_per_set,attack_errors,attack_attempts,attack_percentage,assists,assists_per_set,setting_errors,service_errors,service_aces,service_aces_per_set,total_reception_attempts,reception_errors,positive_reception_pct,digs,digs_per_set,blocks,blocks_per_set,au_total_points
volleyball,v1,2022,11,1,1,Championship,222,32,32,LIB,,Amanda,Benson,Amanda Benson,222,32,32,LIB,,128,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,9,1,0.56,19,6.33,0,0.0,229
volleyball,v1,2022,11,1,1,Championship,121,55,55,MBLCK,,Ali,Bastianelli,Ali Bastianelli,121,55,55,MBLCK,,127,3,8,2.67,1,14,0.5,0,0.0,0,1,1,0.33,0,0,0.0,3,1.0,3,1.0,135
volleyball,v1,2022,11,1,1,Championship,91,24,24,OUTHT,,Aury,Cruz,Aury Cruz,91,24,24,OUTHT,,127,3,8,2.67,4,30,0.13,2,0.67,0,0,1,0.33,11,1,0.55,14,4.67,1,0.33,156
volleyball,v1,2022,11,1,1,Championship,259,6,6,SETTR,,Alisha,Childress,Alisha Childress,259,6,6,SETTR,,127,1,0,0.0,0,0,0.0,2,2.0,0,0,0,0.0,0,0,0.0,1,1.0,0,0.0,47
volleyball,v1,2022,11,1,1,Championship,274,88,88,SETTR,,Nootsara,Tomkom,Nootsara Tomkom,274,88,88,SETTR,,127,3,0,0.0,0,0,0.0,38,12.67,2,0,1,0.33,0,0,0.0,8,2.67,0,0.0,105
volleyball,v1,2022,11,1,1,Championship,260,15,15,OPPHT,,Naya,Crittenden,Naya Crittenden,260,15,15,OPPHT,,127,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2022,11,1,1,Championship,56,5,5,MBLCK,,Molly,McCage,Molly McCage,56,5,5,MBLCK,,127,3,9,3.0,2,17,0.41,0,0.0,0,1,2,0.67,0,0,0.0,1,0.33,2,0.67,153
volleyball,v1,2022,11,1,1,Championship,71,7,7,OUTHT,,Erin,Fairs,Erin Fairs,71,7,7,OUTHT,,127,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,3,1,0.0,3,3.0,0,0.0,43
volleyball,v1,2022,11,1,1,Championship,273,35,35,OPPHT,,Falyn,Fonoimoana,Falyn Fonoimoana,273,35,35,OPPHT,,127,3,12,4.0,6,37,0.16,0,0.0,1,1,0,0.0,0,0,0.0,15,5.0,1,0.33,131
volleyball,v1,2022,11,1,1,Championship,230,44,44,OUTHT,,Kalei,Mau,Kalei Mau,230,44,44,OUTHT,,127,3,8,2.67,6,35,0.06,0,0.0,0,1,1,0.33,27,0,0.59,7,2.33,1,0.33,113
volleyball,v1,2022,11,1,1,Championship,276,43,43,MBLCK,,Tina,Boe,Tina Boe,276,43,43,MBLCK,,127,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2022,11,1,1,Championship,220,46,46,LIB,,Morgan,Hentz,Morgan Hentz,220,46,46,LIB,,127,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,27,1,0.63,15,5.0,0,0.0,128
volleyball,v1,2022,11,1,2,Championship,271,37,37,LIB,,Hana,Lishman,Hana Lishman,271,37,37,LIB,,126,3,0,0.0,0,0,0.0,4,1.33,0,0,0,0.0,36,3,0.39,8,2.67,0,0.0,176
volleyball,v1,2022,11,1,2,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,126,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2022,11,1,2,Championship,90,13,13,OPPHT,,Sheilla,Castro,Sheilla Castro,90,13,13,OPPHT,,126,3,8,2.67,2,25,0.24,0,0.0,0,3,0,0.0,0,0,0.0,8,2.67,1,0.33,208
volleyball,v1,2022,11,1,2,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,126,3,6,2.0,3,14,0.21,0,0.0,0,0,1,0.33,0,0,0.0,0,0.0,1,0.33,176
volleyball,v1,2022,11,1,2,Championship,128,81,81,OUTHT,,Bethania,De La Cruz,Bethania De La Cruz,128,81,81,OUTHT,,126,3,7,2.33,3,19,0.21,2,0.67,0,1,0,0.0,9,0,0.67,8,2.67,0,0.0,246
volleyball,v1,2022,11,1,2,Championship,117,17,17,SETTR,,Taylor,Bruns Tegenrot,Taylor Bruns Tegenrot,117,17,17,SETTR,,126,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2022,11,1,2,Championship,217,23,23,OUTHT,,Madison,Villines,Madison Villines,217,23,23,OUTHT,,126,3,9,3.0,5,31,0.13,0,0.0,0,0,1,0.33,10,0,0.3,5,1.67,1,0.33,207
volleyball,v1,2022,11,1,2,Championship,270,51,51,OPPHT,,Taylor,Fricano,Taylor Fricano,270,51,51,OPPHT,,126,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2022,11,1,2,Championship,265,12,12,MBLCK,,Lauren,Stivrins,Lauren Stivrins,265,12,12,MBLCK,,126,3,8,2.67,4,16,0.25,1,0.33,0,1,3,1.0,0,0,0.0,3,1.0,4,1.33,308
volleyball,v1,2022,11,1,2,Championship,219,11,11,MBLCK,,Ronika,Stone,Ronika Stone,219,11,11,MBLCK,,126,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2022,11,1,2,Championship,66,2,2,SETTR,,Valerie,Nichol,Valerie Nichol,66,2,2,SETTR,,126,3,1,0.33,0,1,1.0,28,9.33,0,0,0,0.0,0,0,0.0,13,4.33,0,0.0,241
volleyball,v1,2022,11,1,2,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,129,3,8,2.67,3,19,0.26,0,0.0,0,0,0,0.0,5,0,0.2,1,0.33,3,1.0,111
volleyball,v1,2022,11,1,2,Championship,218,4,4,SETTR,,Ray,Santos,Ray Santos,218,4,4,SETTR,,129,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2022,11,1,2,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,129,3,6,2.0,8,22,-0.09,0,0.0,0,1,0,0.0,27,2,0.59,9,3.0,0,0.0,37
volleyball,v1,2022,11,1,2,Championship,272,42,42,OPPHT,,Niki,Withers,Niki Withers,272,42,42,OPPHT,,129,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2022,11,1,2,Championship,277,45,45,OUTHT,,Dani,Drews,Dani Drews,277,45,45,OUTHT,,129,3,10,3.33,5,39,0.13,0,0.0,0,2,0,0.0,0,0,0.0,7,2.33,2,0.67,103
volleyball,v1,2022,11,1,2,Championship,261,27,27,SETTR,,Natalia,Valentin-Anderson,Natalia Valentin-Anderson,261,27,27,SETTR,,129,3,0,0.0,0,3,0.0,29,9.67,0,0,2,0.67,0,0,0.0,16,5.33,0,0.0,193
volleyball,v1,2022,11,1,2,Championship,64,8,8,OUTHT,,Cassidy,Lichtman,Cassidy Lichtman,64,8,8,OUTHT,,129,3,0,0.0,0,4,0.0,1,0.33,0,0,1,0.33,10,1,0.7,4,1.33,0,0.0,75
volleyball,v1,2022,11,1,2,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,129,3,3,1.0,2,11,0.09,0,0.0,0,2,0,0.0,0,0,0.0,0,0.0,3,1.0,60
volleyball,v1,2022,11,1,2,Championship,223,16,16,MBLCK,,Jenna,Rosenthal,Jenna Rosenthal,223,16,16,MBLCK,,129,3,5,1.67,0,7,0.71,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,3,1.0,116
volleyball,v1,2022,11,1,2,Championship,263,54,54,MBLCK,,Emma,Willis,Emma Willis,263,54,54,MBLCK,,129,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2022,11,1,2,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,129,3,0,0.0,0,0,0.0,2,0.67,0,0,0,0.0,20,2,0.35,10,3.33,0,0.0,82
volleyball,v1,2022,11,1,3,Championship,223,16,16,MBLCK,,Jenna,Rosenthal,Jenna Rosenthal,223,16,16,MBLCK,,129,3,8,2.67,0,15,0.53,0,0.0,0,0,0,0.0,0,0,0.0,2,0.67,2,0.67,218
volleyball,v1,2022,11,1,3,Championship,64,8,8,OUTHT,,Cassidy,Lichtman,Cassidy Lichtman,64,8,8,OUTHT,,129,3,0,0.0,0,1,0.0,0,0.0,0,0,0,0.0,6,0,0.5,4,1.33,0,0.0,126
volleyball,v1,2022,11,1,3,Championship,277,45,45,OUTHT,,Dani,Drews,Dani Drews,277,45,45,OUTHT,,129,3,14,4.67,6,37,0.22,0,0.0,0,0,2,0.67,0,0,0.0,11,3.67,3,1.0,315
volleyball,v1,2022,11,1,3,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,129,3,0,0.0,0,0,0.0,3,1.0,0,0,0,0.0,16,1,0.56,10,3.33,0,0.0,159
volleyball,v1,2022,11,1,3,Championship,218,4,4,SETTR,,Ray,Santos,Ray Santos,218,4,4,SETTR,,129,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,100
volleyball,v1,2022,11,1,3,Championship,263,54,54,MBLCK,,Emma,Willis,Emma Willis,263,54,54,MBLCK,,129,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,100
volleyball,v1,2022,11,1,3,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,129,3,7,2.33,2,15,0.33,1,0.33,0,0,1,0.33,26,1,0.54,6,2.0,2,0.67,215
volleyball,v1,2022,11,1,3,Championship,272,42,42,OPPHT,,Niki,Withers,Niki Withers,272,42,42,OPPHT,,129,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,100
volleyball,v1,2022,11,1,3,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,129,3,3,1.0,3,17,0.0,0,0.0,0,2,0,0.0,0,0,0.0,3,1.0,3,1.0,123
volleyball,v1,2022,11,1,3,Championship,261,27,27,SETTR,,Natalia,Valentin-Anderson,Natalia Valentin-Anderson,261,27,27,SETTR,,129,3,0,0.0,0,3,0.0,35,11.67,0,0,0,0.0,0,0,0.0,9,3.0,0,0.0,180
volleyball,v1,2022,11,1,3,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,129,3,9,3.0,2,22,0.32,0,0.0,0,0,0,0.0,16,2,0.5,0,0.0,1,0.33,152
volleyball,v1,2022,11,1,3,Championship,121,55,55,MBLCK,,Ali,Bastianelli,Ali Bastianelli,121,55,55,MBLCK,,127,3,5,1.67,0,10,0.5,1,0.33,0,2,0,0.0,0,0,0.0,1,0.33,1,0.33,122
volleyball,v1,2022,11,1,3,Championship,56,5,5,MBLCK,,Molly,McCage,Molly McCage,56,5,5,MBLCK,,127,3,10,3.33,4,19,0.32,0,0.0,0,2,0,0.0,0,0,0.0,2,0.67,3,1.0,142
volleyball,v1,2022,11,1,3,Championship,91,24,24,OUTHT,,Aury,Cruz,Aury Cruz,91,24,24,OUTHT,,127,3,15,5.0,7,38,0.21,1,0.33,0,0,1,0.33,7,0,0.86,10,3.33,0,0.0,191
volleyball,v1,2022,11,1,3,Championship,220,46,46,LIB,,Morgan,Hentz,Morgan Hentz,220,46,46,LIB,,127,3,0,0.0,0,0,0.0,2,0.67,0,0,0,0.0,15,0,0.6,18,6.0,0,0.0,230
volleyball,v1,2022,11,1,3,Championship,276,43,43,MBLCK,,Tina,Boe,Tina Boe,276,43,43,MBLCK,,127,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,80
volleyball,v1,2022,11,1,3,Championship,71,7,7,OUTHT,,Erin,Fairs,Erin Fairs,71,7,7,OUTHT,,127,2,7,3.5,2,16,0.31,1,0.5,0,0,1,0.5,31,1,0.39,5,2.5,0,0.0,162
volleyball,v1,2022,11,1,3,Championship,273,35,35,OPPHT,,Falyn,Fonoimoana,Falyn Fonoimoana,273,35,35,OPPHT,,127,3,10,3.33,6,28,0.14,0,0.0,0,0,1,0.33,0,0,0.0,8,2.67,1,0.33,152
volleyball,v1,2022,11,1,3,Championship,230,44,44,OUTHT,,Kalei,Mau,Kalei Mau,230,44,44,OUTHT,,127,1,1,1.0,2,9,-0.11,0,0.0,0,0,1,1.0,14,0,0.5,0,0.0,0,0.0,90
volleyball,v1,2022,11,1,3,Championship,259,6,6,SETTR,,Alisha,Childress,Alisha Childress,259,6,6,SETTR,,127,1,1,1.0,0,1,1.0,8,8.0,1,0,0,0.0,0,0,0.0,5,5.0,0,0.0,109
volleyball,v1,2022,11,1,3,Championship,260,15,15,OPPHT,,Naya,Crittenden,Naya Crittenden,260,15,15,OPPHT,,127,1,0,0.0,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,80
volleyball,v1,2022,11,1,3,Championship,274,88,88,SETTR,,Nootsara,Tomkom,Nootsara Tomkom,274,88,88,SETTR,,127,3,0,0.0,0,1,0.0,33,11.0,1,0,0,0.0,0,0,0.0,3,1.0,0,0.0,116
volleyball,v1,2022,11,1,4,Championship,275,38,38,SETTR,,Tori,Dilfer,Tori Dilfer,275,38,38,SETTR,,128,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,0,0,0.0,2,0.67,0,0.0,51
volleyball,v1,2022,11,1,4,Championship,222,32,32,LIB,,Amanda,Benson,Amanda Benson,222,32,32,LIB,,128,3,0,0.0,0,0,0.0,3,1.0,1,0,0,0.0,25,0,0.68,17,5.67,0,0.0,144
volleyball,v1,2022,11,1,4,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,128,3,13,4.33,5,39,0.21,0,0.0,0,0,0,0.0,0,0,0.0,9,3.0,2,0.67,148
volleyball,v1,2022,11,1,4,Championship,267,50,50,OPPHT,,Sha'Dare,McNeal,Sha'Dare McNeal,267,50,50,OPPHT,,128,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2022,11,1,4,Championship,264,20,20,OUTHT,,Noami,Santos-Lamb,Noami Santos-Lamb,264,20,20,OUTHT,,128,1,0,0.0,1,1,-1.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,28
volleyball,v1,2022,11,1,4,Championship,262,3,3,SETTR,,Carli,Lloyd,Carli Lloyd,262,3,3,SETTR,,128,3,1,0.33,1,7,0.0,35,11.67,2,0,0,0.0,0,0,0.0,11,3.67,3,1.0,157
volleyball,v1,2022,11,1,4,Championship,120,29,29,OUTHT,OPPHT,Lindsay,Stalzer,Lindsay Stalzer,120,29,29,OUTHT,OPPHT,128,3,13,4.33,4,34,0.26,0,0.0,0,0,1,0.33,13,2,0.38,9,3.0,0,0.0,134
volleyball,v1,2022,11,1,4,Championship,268,33,33,MBLCK,,Rachael,Fara,Rachael Fara,268,33,33,MBLCK,,128,2,3,1.5,2,8,0.13,0,0.0,0,0,1,0.5,0,0,0.0,1,0.5,2,1.0,69
volleyball,v1,2022,11,1,4,Championship,114,30,30,MBLCK,,Lianna,Sybeldon,Lianna Sybeldon,114,30,30,MBLCK,,128,3,3,1.0,2,6,0.17,1,0.33,0,2,1,0.33,0,0,0.0,1,0.33,0,0.0,42
volleyball,v1,2022,11,1,4,Championship,269,48,48,OUTHT,,Jamie,Peterson,Jamie Peterson,269,48,48,OUTHT,,128,3,8,2.67,5,33,0.09,0,0.0,0,3,0,0.0,30,1,0.53,14,4.67,2,0.67,114
volleyball,v1,2022,11,1,4,Championship,266,58,58,MBLCK,,Eri,Xue,Eri Xue,266,58,58,MBLCK,,128,2,1,0.5,2,6,-0.17,0,0.0,1,1,0,0.0,0,0,0.0,0,0.0,0,0.0,4
volleyball,v1,2022,11,1,4,Championship,66,2,2,SETTR,,Valerie,Nichol,Valerie Nichol,66,2,2,SETTR,,126,3,2,0.67,0,5,0.4,32,10.67,0,1,0,0.0,1,0,0.0,11,3.67,1,0.33,245
volleyball,v1,2022,11,1,4,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,126,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2022,11,1,4,Championship,271,37,37,LIB,,Hana,Lishman,Hana Lishman,271,37,37,LIB,,126,3,0,0.0,0,0,0.0,2,0.67,0,0,0,0.0,36,2,0.58,13,4.33,0,0.0,225
volleyball,v1,2022,11,1,4,Championship,117,17,17,SETTR,,Taylor,Bruns Tegenrot,Taylor Bruns Tegenrot,117,17,17,SETTR,,126,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2022,11,1,4,Championship,90,13,13,OPPHT,,Sheilla,Castro,Sheilla Castro,90,13,13,OPPHT,,126,3,10,3.33,6,36,0.11,1,0.33,0,2,3,1.0,0,0,0.0,10,3.33,1,0.33,283
volleyball,v1,2022,11,1,4,Championship,128,81,81,OUTHT,,Bethania,De La Cruz,Bethania De La Cruz,128,81,81,OUTHT,,126,3,13,4.33,5,36,0.22,1,0.33,0,2,0,0.0,10,0,0.3,11,3.67,3,1.0,310
volleyball,v1,2022,11,1,4,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,126,3,6,2.0,1,11,0.45,0,0.0,1,0,0,0.0,0,0,0.0,1,0.33,1,0.33,181
volleyball,v1,2022,11,1,4,Championship,219,11,11,MBLCK,,Ronika,Stone,Ronika Stone,219,11,11,MBLCK,,126,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2022,11,1,4,Championship,265,12,12,MBLCK,,Lauren,Stivrins,Lauren Stivrins,265,12,12,MBLCK,,126,3,4,1.33,1,12,0.25,0,0.0,0,3,0,0.0,0,0,0.0,4,1.33,4,1.33,204
volleyball,v1,2022,11,1,4,Championship,217,23,23,OUTHT,,Madison,Villines,Madison Villines,217,23,23,OUTHT,,126,3,7,2.33,6,33,0.03,0,0.0,0,1,0,0.0,21,1,0.33,12,4.0,3,1.0,216
volleyball,v1,2022,11,1,4,Championship,270,51,51,OPPHT,,Taylor,Fricano,Taylor Fricano,270,51,51,OPPHT,,126,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2022,11,1,5,Championship,277,45,45,OUTHT,,Dani,Drews,Dani Drews,277,45,45,OUTHT,,129,3,16,5.33,2,36,0.39,0,0.0,0,0,2,0.67,0,0,0.0,6,2.0,1,0.33,410
volleyball,v1,2022,11,1,5,Championship,223,16,16,MBLCK,,Jenna,Rosenthal,Jenna Rosenthal,223,16,16,MBLCK,,129,3,7,2.33,2,16,0.31,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,2,0.67,241
volleyball,v1,2022,11,1,5,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,129,3,8,2.67,4,23,0.17,1,0.33,0,0,0,0.0,21,1,0.76,8,2.67,0,0.0,257
volleyball,v1,2022,11,1,5,Championship,64,8,8,OUTHT,,Cassidy,Lichtman,Cassidy Lichtman,64,8,8,OUTHT,,129,3,0,0.0,0,0,0.0,1,0.33,0,1,1,0.33,9,0,0.78,12,4.0,0,0.0,259
volleyball,v1,2022,11,1,5,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,129,3,14,4.67,4,25,0.4,0,0.0,0,0,0,0.0,1,0,1.0,1,0.33,1,0.33,263
volleyball,v1,2022,11,1,5,Championship,261,27,27,SETTR,,Natalia,Valentin-Anderson,Natalia Valentin-Anderson,261,27,27,SETTR,,129,3,2,0.67,1,3,0.33,43,14.33,2,1,2,0.67,0,0,0.0,7,2.33,0,0.0,294
volleyball,v1,2022,11,1,5,Championship,218,4,4,SETTR,,Ray,Santos,Ray Santos,218,4,4,SETTR,,129,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2022,11,1,5,Championship,263,54,54,MBLCK,,Emma,Willis,Emma Willis,263,54,54,MBLCK,,129,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2022,11,1,5,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,129,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,26,2,0.65,13,4.33,0,0.0,255
volleyball,v1,2022,11,1,5,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,129,3,8,2.67,0,13,0.62,1,0.33,0,1,0,0.0,0,0,0.0,5,1.67,0,0.0,282
volleyball,v1,2022,11,1,5,Championship,272,42,42,OPPHT,,Niki,Withers,Niki Withers,272,42,42,OPPHT,,129,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2022,11,1,5,Championship,262,3,3,SETTR,,Carli,Lloyd,Carli Lloyd,262,3,3,SETTR,,128,3,0,0.0,0,4,0.0,25,8.33,0,0,0,0.0,1,0,0.0,13,4.33,1,0.33,102
volleyball,v1,2022,11,1,5,Championship,114,30,30,MBLCK,,Lianna,Sybeldon,Lianna Sybeldon,114,30,30,MBLCK,,128,2,0,0.0,2,3,-0.67,0,0.0,0,0,0,0.0,0,0,0.0,1,0.5,0,0.0,-19
volleyball,v1,2022,11,1,5,Championship,222,32,32,LIB,,Amanda,Benson,Amanda Benson,222,32,32,LIB,,128,3,0,0.0,0,0,0.0,4,1.33,0,0,0,0.0,9,0,0.78,5,1.67,0,0.0,43
volleyball,v1,2022,11,1,5,Championship,268,33,33,MBLCK,,Rachael,Fara,Rachael Fara,268,33,33,MBLCK,,128,3,4,1.33,1,13,0.23,1,0.33,0,0,2,0.67,0,0,0.0,2,0.67,3,1.0,91
volleyball,v1,2022,11,1,5,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,128,3,11,3.67,4,30,0.23,0,0.0,0,0,0,0.0,0,0,0.0,8,2.67,0,0.0,80
volleyball,v1,2022,11,1,5,Championship,266,58,58,MBLCK,,Eri,Xue,Eri Xue,266,58,58,MBLCK,,128,2,3,1.5,0,3,1.0,1,0.5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,25
volleyball,v1,2022,11,1,5,Championship,120,29,29,OUTHT,OPPHT,Lindsay,Stalzer,Lindsay Stalzer,120,29,29,OUTHT,OPPHT,128,3,8,2.67,2,29,0.21,0,0.0,0,1,1,0.33,17,1,0.59,4,1.33,0,0.0,72
volleyball,v1,2022,11,1,5,Championship,275,38,38,SETTR,,Tori,Dilfer,Tori Dilfer,275,38,38,SETTR,,128,2,1,0.5,0,1,1.0,2,1.0,0,0,0,0.0,0,0,0.0,1,0.5,0,0.0,15
volleyball,v1,2022,11,1,5,Championship,267,50,50,OPPHT,,Sha'Dare,McNeal,Sha'Dare McNeal,267,50,50,OPPHT,,128,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2022,11,1,5,Championship,264,20,20,OUTHT,,Noami,Santos-Lamb,Noami Santos-Lamb,264,20,20,OUTHT,,128,3,3,1.0,2,9,0.11,0,0.0,0,0,0,0.0,15,1,0.4,2,0.67,2,0.67,34
volleyball,v1,2022,11,1,5,Championship,269,48,48,OUTHT,,Jamie,Peterson,Jamie Peterson,269,48,48,OUTHT,,128,3,6,2.0,1,20,0.25,1,0.33,0,1,0,0.0,30,3,0.53,2,0.67,0,0.0,35
