sport,season,seasonId,playerId,first_name,last_name,full_name,G,GS,AU_POINTS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_TB,batting_SF,batting_SH,pitching_W,pitching_L,pitching_SHO,pitching_CG,pitching_QS,pitching_SV,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_PI,pitching_PI_balls,pitching_PI_strikes,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_CS,fielding_TC,batting_BA,batting_OBP,batting_SLG,batting_OPS,batting_OPS+,batting_SecA,batting_BB%,batting_K%,batting_ISO,batting_BABIP,batting_PSN,pitching_ERA,pitching_ERA+,pitching_FIP,pitching_FIP-,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,fielding_FLD%,fielding_CH,fielding_RF/9
softball,2022,13,23,Gwen,Svekis,Gwen Svekis,0,0,0,50,43,6,12,2,0,3,8,6,1,4,0,0,0,23,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0.38,0.535,0.915,,0.395,0.12,0.08,0.256,0.417,,,,,,,,,,,,,,0,
softball,2022,13,27,Sahvanna,Jaquish,Sahvanna Jaquish,15,0,0,59,44,14,18,4,1,4,14,12,3,7,1,2,1,36,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,99,22,25,2,1,0,49,0.409,0.559,0.818,1.377,,0.682,0.203,0.119,0.409,0.667,2.0,,,,,,,,,,,,0.959,49,4.273
softball,2022,13,28,Haylie ,McCleney,Haylie  McCleney,15,0,0,65,54,12,20,6,0,2,7,10,0,8,0,0,0,32,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,102,24,1,0,0,0,25,0.37,0.469,0.593,1.062,,0.407,0.154,0.123,0.222,0.5,,,,,,,,,,,,,1.0,25,2.206
softball,2022,13,29,Tori,Vidales,Tori Vidales,14,0,0,54,45,9,18,5,0,5,16,9,0,6,0,0,0,38,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,97,66,0,0,2,0,66,0.4,0.5,0.844,1.344,,0.644,0.167,0.111,0.444,0.676,,,,,,,,,,,,,1.0,66,6.124
softball,2022,13,31,Lilli,Piper,Lilli Piper,13,0,0,41,39,2,7,1,0,0,3,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,79,16,30,1,3,0,47,0.179,0.22,0.205,0.425,,0.077,0.049,0.146,0.026,0.212,,,,,,,,,,,,,0.979,47,5.241
softball,2022,13,32,DJ,Sanders,DJ Sanders,0,0,0,42,39,6,11,2,0,2,7,2,1,6,0,0,0,19,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.333,0.487,0.82,,0.256,0.048,0.143,0.205,0.419,,,,,,,,,,,,,,0,
softball,2022,13,34,Jordan,Roberts,Jordan Roberts,0,0,0,27,22,0,2,0,0,0,1,3,2,8,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.259,0.091,0.35,,0.136,0.111,0.296,0.0,0.143,,,,,,,,,,,,,,0,
softball,2022,13,36,Amanda,Chidester,Amanda Chidester,15,0,0,56,47,15,18,2,1,7,16,7,2,4,0,0,0,43,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,102,121,2,2,4,0,125,0.383,0.482,0.915,1.397,,0.681,0.125,0.071,0.532,0.694,,,,,,,,,,,,,0.984,125,10.853
softball,2022,13,37,Sam,Fischer,Sam Fischer,14,0,0,52,47,6,13,2,0,3,10,4,0,10,0,0,0,24,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,96,11,28,2,2,0,41,0.277,0.327,0.511,0.838,,0.319,0.077,0.192,0.234,0.457,,,,,,,,,,,,,0.951,41,3.656
softball,2022,13,39,Nadia,Taylor,Nadia Taylor,5,0,0,33,28,2,4,1,0,0,1,4,0,7,0,0,0,5,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,2,0,0,8,0.143,0.242,0.179,0.421,,0.179,0.121,0.212,0.036,0.182,,,,,,,,,,,,,0.75,8,1.8
softball,2022,13,40,Danielle,O'Toole,Danielle O'Toole,7,7,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,45.001,55,26,25,8,15,25,2,2,803,302,501,40,1,14,0,1,1,15,,,,,,,,,,,,5.0,,,,1.556,11.0,1.6,3.0,5.0,1.667,5.2,1.0,15,3.375
softball,2022,13,42,Erika,Piancastelli,Erika Piancastelli,12,0,0,52,39,10,11,0,0,3,10,13,0,7,0,0,0,20,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,82,19,3,0,1,0,22,0.282,0.462,0.513,0.975,,0.564,0.25,0.135,0.231,0.483,,,,,,,,,,,,,1.0,22,2.415
softball,2022,13,46,Taylor,Edwards,Taylor Edwards,0,0,0,51,47,4,13,3,0,2,13,3,0,9,0,0,0,22,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.32,0.468,0.788,,0.255,0.059,0.176,0.191,0.417,,,,,,,,,,,,,,0,
softball,2022,13,48,Megan,Wiggins,Megan Wiggins,14,0,0,45,40,9,7,3,0,0,1,3,2,5,0,1,1,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,91,17,0,1,0,0,18,0.175,0.267,0.25,0.517,,0.125,0.067,0.111,0.075,0.2,,,,,,,,,,,,,0.944,18,1.681
softball,2022,13,54,Jazmyn,Jackson,Jazmyn Jackson,15,0,0,52,47,8,11,3,0,0,8,3,1,14,2,2,0,14,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,103,20,0,0,0,0,20,0.234,0.294,0.298,0.592,,0.17,0.058,0.269,0.064,0.333,,,,,,,,,,,,,1.0,20,1.748
softball,2022,13,69,Aubrey,Leach,Aubrey Leach,13,0,0,54,47,14,18,0,0,0,4,4,1,8,4,5,1,18,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,82,18,30,1,0,0,49,0.383,0.442,0.383,0.825,,0.149,0.074,0.148,0.0,0.462,,,,,,,,,,,,,0.98,49,5.268
softball,2022,13,84,Morgan,Zerkle,Morgan Zerkle,15,0,0,55,47,9,15,2,0,2,6,7,0,10,3,4,1,23,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,102,11,1,0,0,0,12,0.319,0.4,0.489,0.889,,0.362,0.127,0.182,0.17,0.472,2.0,,,,,,,,,,,,1.0,12,1.059
softball,2022,13,157,Sydney,Romero,Sydney Romero,15,0,0,56,51,14,21,8,1,0,9,3,1,5,1,1,0,31,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,102,34,18,4,3,0,56,0.412,0.455,0.608,1.063,,0.275,0.054,0.089,0.196,0.457,,,,,,,,,,,,,0.929,56,4.588
softball,2022,13,159,Amanda,Lorenz,Amanda Lorenz,13,0,0,53,40,11,12,3,2,3,14,13,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,89,22,1,2,0,0,25,0.3,0.472,0.7,1.172,,0.725,0.245,0.132,0.4,0.5,,,,,,,,,,,,,0.92,25,2.326
softball,2022,13,163,Sara,Groenewegen,Sara Groenewegen,7,2,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.667,26,15,10,5,7,13,1,2,357,140,217,18,1,6,2,0,0,9,,,,,,,,,,,,4.576,,,,1.678,11.898,2.288,3.203,5.949,1.857,6.864,0.778,9,3.5
softball,2022,13,167,Courtney,Gano,Courtney Gano,7,0,0,15,13,3,1,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,19,2,0,1,0,21,0.077,0.2,0.077,0.277,,0.077,0.067,0.267,0.0,0.111,,,,,,,,,,,,,1.0,21,6.75
softball,2022,13,169,Odicci,Alexander,Odicci Alexander,8,5,636,10,8,0,3,1,0,0,0,0,2,2,0,0,0,4,0,0,0,1,0,0,0,2,20.0,23,19,15,7,8,14,0,4,382,125,260,27,15,3,0,1,0,18,0.375,0.5,0.5,1.0,,0.125,0.0,0.2,0.125,0.5,,6.75,,,,1.55,10.35,3.15,3.6,6.3,1.75,8.55,1.0,18,6.0
softball,2022,13,171,Alyssa,Denham,Alyssa Denham,10,5,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,2,0,43.333,35,19,12,4,16,27,5,1,695,254,446,42,1,13,0,0,0,14,,,,,,,,,,,,2.492,,,,1.177,7.269,0.831,3.323,5.608,1.688,3.946,1.0,14,3.0
softball,2022,13,196,Carrie,Eberle,Carrie Eberle,8,3,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,1,32.0,36,29,23,5,23,18,3,6,630,274,358,24,0,10,1,2,1,11,,,,,,,,,,,,6.469,,,,1.844,10.125,1.406,6.469,5.062,0.783,8.156,0.909,11,3.75
softball,2022,13,197,Aliyah,Andrews,Aliyah Andrews,12,0,0,36,36,5,8,1,0,0,2,0,0,5,3,4,1,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,80,17,0,1,0,0,18,0.222,0.222,0.25,0.472,,0.083,0.0,0.139,0.028,0.258,,,,,,,,,,,,,0.944,18,1.912
softball,2022,13,198,Sis,Bates,Sis Bates,14,0,0,45,42,6,10,0,1,0,2,3,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,95,21,28,1,3,0,50,0.238,0.289,0.286,0.575,,0.119,0.067,0.156,0.048,0.286,,,,,,,,,,,,,0.98,50,4.642
softball,2022,13,199,Dejah,Mulipola,Dejah Mulipola,0,0,0,58,44,13,19,2,2,9,19,11,3,10,0,0,0,52,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0.569,1.182,1.751,,1.0,0.19,0.172,0.75,1.12,,,,,,,,,,,,,,0,
softball,2022,13,204,Bubba,Nickles,Bubba Nickles,15,0,0,55,51,9,17,1,0,4,14,3,0,6,0,0,0,30,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,103,23,1,0,0,0,24,0.333,0.37,0.588,0.958,,0.314,0.055,0.109,0.255,0.512,,,,,,,,,,,,,1.0,24,2.097
softball,2022,13,278,Rachel,Garcia,Rachel Garcia,10,7,1538,31,28,1,3,0,0,0,0,3,0,6,0,0,0,3,0,0,3,2,1,3,3,3,51.999,38,18,17,6,22,51,11,2,977,376,604,54,12,5,0,0,3,17,0.107,0.194,0.107,0.301,,0.107,0.097,0.194,0.0,0.136,,2.942,,,,1.154,6.577,1.038,3.808,8.827,2.318,3.115,1.0,17,2.833
softball,2022,13,292,Sierra,Romero,Sierra Romero,12,0,0,48,42,5,10,2,0,1,3,6,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,80,14,18,1,3,0,33,0.238,0.333,0.357,0.69,,0.262,0.125,0.208,0.119,0.355,,,,,,,,,,,,,0.97,33,3.6
softball,2022,13,294,Nicole,Rangel-Mendes,Nicole Rangel-Mendes,3,0,0,5,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,0.4,0.0,0.0,,,,,,,,,,,,,1.0,4,2.4
softball,2022,13,296,Sydney,Littlejohn Watkins,Sydney Littlejohn Watkins,4,2,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,24,14,12,3,8,10,1,2,363,149,216,11,0,4,1,0,0,5,,,,,,,,,,,,6.0,,,,1.778,12.0,1.5,4.0,5.0,1.25,7.0,0.8,5,3.273
softball,2022,13,297,Shannon,Rhodes,Shannon Rhodes,15,0,0,56,48,15,18,4,0,8,14,7,1,9,0,0,0,46,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,101,18,0,2,0,0,20,0.375,0.464,0.958,1.422,,0.729,0.125,0.161,0.583,0.839,,,,,,,,,,,,,0.9,20,1.604
softball,2022,13,298,Greta,Cecchetti,Greta Cecchetti,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,4,4,4,3,3,0,1,0,60,30,30,0,0,0,0,0,0,0,,,,,,,,,,,,18.0,,,,3.5,18.0,13.5,13.5,0.0,0.0,18.0,,0,
softball,2022,13,299,Shannon,Saile,Shannon Saile,5,4,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,24,16,16,2,10,5,1,0,323,137,190,14,0,3,0,0,1,3,,,,,,,,,,,,7.579,,,,1.789,11.368,0.947,4.737,2.368,0.5,7.579,1.0,3,1.929
softball,2022,13,303,Kiki,Stokes-O'Connor,Kiki Stokes-O'Connor,10,0,0,29,27,1,4,2,0,0,1,2,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,7,1,2,0,0,10,0.148,0.207,0.222,0.429,,0.148,0.069,0.31,0.074,0.222,,,,,,,,,,,,,0.8,10,1.2
softball,2022,13,305,Andrea,Filler,Andrea Filler,14,0,0,45,39,4,10,2,1,0,5,4,1,7,0,0,0,14,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,67,8,0,7,0,75,0.256,0.333,0.359,0.692,,0.205,0.089,0.156,0.103,0.303,,,,,,,,,,,,,1.0,75,8.766
softball,2022,13,306,Maggie,Balint,Maggie Balint,5,1,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,16.667,23,16,16,1,13,14,0,2,360,151,214,11,1,4,0,0,0,5,,,,,,,,,,,,8.64,,,,2.16,12.42,0.54,7.02,7.56,1.077,8.64,1.0,5,4.091
softball,2022,13,308,Danielle,Gibson,Danielle Gibson,11,0,0,38,36,7,10,1,0,3,9,1,1,9,0,0,0,20,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,53,1,1,3,0,55,0.278,0.316,0.556,0.872,,0.306,0.026,0.237,0.278,0.542,,,,,,,,,,,,,0.982,55,6.845
softball,2022,13,309,Aly,Harrell,Aly Harrell,1,0,0,16,13,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,0,4,0.0,0.188,0.0,0.188,,0.154,0.125,0.25,0.0,0.0,,,,,,,,,,,,,1.0,4,5.143
softball,2022,13,310,Mia,Davidson,Mia Davidson,5,0,0,51,36,9,10,3,0,4,11,11,4,11,0,0,0,25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,9,0.278,0.49,0.694,1.184,,0.722,0.216,0.216,0.417,0.667,,,,,,,,,,,,,1.0,9,4.05
softball,2022,13,311,Sydney,Sherrill,Sydney Sherrill,11,0,0,26,26,1,7,0,0,0,3,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,3,24,2,1,0,29,0.269,0.269,0.269,0.538,,0.0,0.0,0.192,0.0,0.333,,,,,,,,,,,,,0.931,29,3.471
softball,2022,13,325,Mariah,Mazon,Mariah Mazon,8,5,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,30.0,31,26,17,5,24,24,4,0,659,264,408,23,1,8,0,0,0,9,,,,,,,,,,,,5.1,,,,1.833,9.3,1.5,7.2,7.2,1.0,7.8,1.0,9,3.522
softball,2022,13,358,Danielle,Watson,Danielle Watson,4,3,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7.333,16,12,11,1,5,2,1,0,166,70,104,7,0,2,0,0,0,2,,,,,,,,,,,,13.501,,,,2.864,19.637,1.227,6.137,2.455,0.4,14.728,1.0,2,2.571
softball,2022,13,359,Peyton,St. George,Peyton St. George,6,3,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,26.333,33,19,19,5,18,22,0,2,541,229,316,18,0,2,1,0,1,3,,,,,,,,,,,,6.494,,,,1.937,11.279,1.709,6.152,7.519,1.222,6.494,0.667,3,1.0
softball,2022,13,360,Rachel,Lewis,Rachel Lewis,5,0,0,9,6,5,2,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,1,0,0,5,0.333,0.556,0.333,0.889,,0.5,0.333,0.333,0.0,0.667,,,,,,,,,,,,,0.8,5,1.714
softball,2022,13,425,Janae,Jefferson,Janae Jefferson,10,0,0,32,30,2,7,1,0,0,4,1,0,2,1,1,0,8,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,8,19,3,2,0,30,0.233,0.25,0.267,0.517,,0.1,0.031,0.062,0.033,0.241,,,,,,,,,,,,,0.9,30,3.984
softball,2022,13,457,Hayley,Busby,Hayley Busby,8,0,0,29,27,1,6,1,0,0,1,2,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,9,1,0,0,0,10,0.222,0.276,0.259,0.535,,0.111,0.069,0.103,0.037,0.25,,,,,,,,,,,,,1.0,10,2.093
softball,2022,13,458,Rylee,Bayless,Rylee Bayless,0,0,0,6,4,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333,,0.5,0.333,0.333,0.0,0.0,,,,,,,,,,,,,,0,
softball,2022,13,459,Alysen,Febrey,Alysen Febrey,9,0,0,23,19,1,3,1,0,0,0,2,2,5,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,55,0,1,8,0,56,0.158,0.304,0.211,0.515,,0.158,0.087,0.217,0.053,0.214,,,,,,,,,,,,,0.982,56,9.9
