sport,season,seasonId,playerId,first_name,last_name,full_name,G,GS,AU_POINTS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_TB,batting_SF,batting_SH,pitching_W,pitching_L,pitching_SHO,pitching_CG,pitching_QS,pitching_SV,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_PI,pitching_PI_balls,pitching_PI_strikes,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_CS,fielding_TC,batting_BA,batting_OBP,batting_SLG,batting_OPS,batting_OPS+,batting_SecA,batting_BB%,batting_K%,batting_ISO,batting_BABIP,batting_PSN,pitching_ERA,pitching_ERA+,pitching_FIP,pitching_FIP-,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,fielding_FLD%,fielding_CH,fielding_RF/9
softball,2021,4,45,Janie,Reed,Janie Reed,14,0,0,40,34,3,9,3,0,0,3,2,0,7,1,1,0,12,0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,91,25,0,2,0,0,27,0.265,0.306,0.353,0.659,,0.176,0.05,0.175,0.088,0.333,,,,,,,,,,,,,0.926,27,2.473
softball,2021,4,46,Taylor,Edwards,Taylor Edwards,0,0,0,40,36,2,7,3,0,0,1,3,0,5,0,0,0,10,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0.256,0.278,0.534,,0.167,0.075,0.125,0.083,0.226,,,,,,,,,,,,,,0,
softball,2021,4,48,Megan,Wiggins,Megan Wiggins,14,0,0,51,47,7,17,2,1,1,3,2,1,3,1,1,0,24,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,99,24,1,1,0,0,26,0.362,0.4,0.511,0.911,,0.213,0.039,0.059,0.149,0.419,2.0,,,,,,,,,,,,0.962,26,2.273
softball,2021,4,49,Michelle,Moultrie,Michelle Moultrie,11,0,0,38,38,2,6,2,0,0,1,0,0,5,2,2,0,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,21,0,1,0,0,22,0.158,0.158,0.211,0.369,,0.105,0.0,0.132,0.053,0.182,,,,,,,,,,,,,0.955,22,3.706
softball,2021,4,51,Katiyana,Mauga,Katiyana Mauga,2,0,0,12,10,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,1,0,13,0.1,0.167,0.1,0.267,,0.1,0.083,0.0,0.0,0.091,,,,,,,,,,,,,1.0,13,10.636
softball,2021,4,54,Jazmyn,Jackson,Jazmyn Jackson,12,0,0,36,34,5,8,1,0,1,4,2,0,6,2,2,0,12,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,18,3,1,0,0,22,0.235,0.278,0.353,0.631,,0.235,0.056,0.167,0.118,0.333,2.0,,,,,,,,,,,,0.955,22,2.455
softball,2021,4,76,Morgan,Howe,Morgan Howe,9,0,0,27,25,3,5,0,0,1,3,1,0,4,0,0,0,8,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,8,1,2,0,0,11,0.2,0.231,0.32,0.551,,0.16,0.037,0.148,0.12,0.3,,,,,,,,,,,,,0.818,11,2.455
softball,2021,4,84,Morgan,Zerkle,Morgan Zerkle,11,0,0,54,50,12,15,2,0,4,14,2,0,10,6,6,0,29,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,21,0,1,0,0,22,0.3,0.321,0.58,0.901,,0.44,0.037,0.185,0.28,0.514,2.0,,,,,,,,,,,,0.955,22,2.7
softball,2021,4,157,Sydney,Romero,Sydney Romero,13,0,0,47,41,1,9,1,1,0,3,1,3,5,0,1,1,12,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,86,17,23,0,0,0,40,0.22,0.283,0.293,0.576,,0.073,0.021,0.106,0.073,0.243,,,,,,,,,,,,,1.0,40,4.186
softball,2021,4,158,Taran,Alvelo,Taran Alvelo,3,5,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,15.333,27,19,19,6,5,9,2,1,299,95,207,10,0,3,0,0,0,3,,,,,,,,,,,,11.152,,,,2.087,15.848,3.522,2.935,5.283,1.8,11.152,1.0,3,2.7
softball,2021,4,159,Amanda,Lorenz,Amanda Lorenz,11,0,0,60,51,10,12,2,0,5,16,8,0,6,0,0,0,29,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,80,21,0,0,0,0,21,0.235,0.333,0.569,0.902,,0.49,0.133,0.1,0.333,0.415,,,,,,,,,,,,,1.0,21,2.362
softball,2021,4,161,Britt,Vonk,Britt Vonk,6,0,0,19,15,3,2,0,0,0,1,2,1,3,3,3,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,5,6,1,0,0,12,0.133,0.263,0.133,0.396,,0.333,0.105,0.158,0.0,0.154,,,,,,,,,,,,,0.917,12,3.194
softball,2021,4,163,Sara,Groenewegen,Sara Groenewegen,9,3,932,9,6,0,1,0,0,0,0,1,2,2,0,0,0,1,0,0,3,5,0,0,0,0,32.0,40,26,21,6,14,16,2,4,381,214,363,15,1,6,1,0,1,8,0.167,0.444,0.167,0.611,,0.167,0.111,0.222,0.0,0.25,,5.906,,,,1.688,11.25,1.688,3.938,4.5,1.143,7.312,0.875,8,4.2
softball,2021,4,165,Ali,Aguilar,Ali Aguilar,15,0,0,53,44,15,13,4,0,5,12,6,2,11,1,1,0,32,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,107,29,41,3,2,0,73,0.295,0.404,0.727,1.131,,0.591,0.113,0.208,0.432,0.643,2.0,,,,,,,,,,,,0.959,73,5.888
softball,2021,4,166,Riley,Sartain-Vaughan,Riley Sartain-Vaughan,11,0,0,30,26,1,2,0,0,0,0,2,1,10,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,7,23,2,0,0,32,0.077,0.172,0.077,0.249,,0.077,0.067,0.333,0.0,0.125,,,,,,,,,,,,,0.938,32,4.091
softball,2021,4,167,Courtney,Gano,Courtney Gano,12,0,0,38,34,2,6,2,0,0,2,3,0,11,0,0,0,8,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,59,8,0,6,0,67,0.176,0.243,0.235,0.478,,0.147,0.079,0.289,0.059,0.261,,,,,,,,,,,,,1.0,67,12.06
softball,2021,4,168,Ciara,Bryan,Ciara Bryan,1,0,0,3,3,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.333,0.333,0.333,0.666,,0.0,0.0,0.333,0.0,0.5,,,,,,,,,,,,,1.0,1,inf
softball,2021,4,169,Odicci,Alexander,Odicci Alexander,8,5,820,5,5,1,2,1,0,0,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,26.667,28,19,18,9,9,22,1,4,281,149,299,24,3,9,1,0,0,13,0.4,0.4,0.6,1.0,,0.2,0.0,0.2,0.2,0.5,,6.075,,,,1.387,9.45,3.037,3.037,7.425,2.444,6.412,0.923,13,4.5
softball,2021,4,170,Jessie,Harper,Jessie Harper,6,0,0,20,19,2,7,0,0,0,1,1,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,18,0,0,0,0,18,0.368,0.4,0.368,0.768,,0.053,0.05,0.35,0.0,0.583,,,,,,,,,,,,,1.0,18,4.629
softball,2021,4,171,Alyssa,Denham,Alyssa Denham,6,5,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,28.333,25,15,15,3,7,17,4,0,346,170,268,25,1,6,1,1,0,8,,,,,,,,,,,,4.765,,,,1.129,7.941,0.953,2.224,5.4,2.429,4.765,0.875,8,2.52
softball,2021,4,194,Sami,Williams,Sami Williams,2,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,5,0.333,0.333,0.333,0.666,,0.0,0.0,0.0,0.0,0.333,,,,,,,,,,,,,1.0,5,11.25
softball,2021,4,195,Amber,Fiser,Amber Fiser,3,2,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13.0,19,10,8,0,8,9,1,0,207,112,157,8,1,2,0,0,0,3,,,,,,,,,,,,5.538,,,,2.077,13.154,0.0,5.538,6.231,1.125,6.923,1.0,3,3.375
softball,2021,4,196,Carrie,Eberle,Carrie Eberle,12,10,1472,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,3,1,51.0,58,24,23,4,21,17,1,3,648,364,493,43,1,21,0,1,3,22,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.059,,,,1.549,10.235,0.706,3.706,3.0,0.81,4.235,1.0,22,4.605
softball,2021,4,197,Aliyah,Andrews,Aliyah Andrews,8,0,0,54,47,10,15,1,1,0,4,5,0,13,4,4,0,18,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,20,2,1,1,0,23,0.319,0.377,0.383,0.76,,0.255,0.093,0.241,0.064,0.429,,,,,,,,,,,,,0.957,23,3.736
softball,2021,4,198,Sis,Bates,Sis Bates,14,0,0,47,43,6,14,5,1,0,1,1,0,6,1,1,0,21,0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,89,25,16,0,1,0,41,0.326,0.341,0.488,0.829,,0.209,0.021,0.128,0.163,0.378,,,,,,,,,,,,,1.0,41,4.146
softball,2021,4,199,Dejah,Mulipola,Dejah Mulipola,1,0,0,46,40,4,13,2,2,2,8,6,0,8,0,0,0,25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,5,0.325,0.413,0.625,1.038,,0.45,0.13,0.174,0.3,0.5,,,,,,,,,,,,,1.0,5,6.429
softball,2021,4,200,Kayla,Wedl,Kayla Wedl,4,0,0,10,9,3,1,0,0,0,0,1,0,5,2,2,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,6,0.111,0.2,0.111,0.311,,0.333,0.1,0.5,0.0,0.25,,,,,,,,,,,,,1.0,6,3.375
softball,2021,4,201,Nicole,Newman,Nicole Newman,1,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,1,1,0,2,0,0,0,30,13,17,2,0,2,0,0,0,2,,,,,,,,,,,,4.5,,,,2.0,9.0,0.0,9.0,0.0,0.0,4.5,1.0,2,9.0
softball,2021,4,203,Gina,Snyder,Gina Snyder,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,1,1,1,1,1,0,0,0,19,10,9,0,0,0,0,0,0,0,,,,,,,,,,,,6.752,,,,1.5,6.752,6.752,6.752,0.0,0.0,6.752,,0,
softball,2021,4,204,Bubba,Nickles,Bubba Nickles,7,0,0,30,26,3,5,1,0,1,5,3,0,2,0,1,1,9,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,8,1,0,0,0,9,0.192,0.267,0.346,0.613,,0.231,0.1,0.067,0.154,0.25,,,,,,,,,,,,,1.0,9,1.62
