sport,api_version,type,teamId,homeTeamFlg,season,season_id,week_number,game_number,season_type,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,first_name,last_name,full_name,G,MIN,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,AU_PTS,eFG%,TS%,shootingFoulsCommitted,shootingFoulsDrawn,personalFoulsCommitted,personalFoulsDrawn,offensiveFoulsCommitted,offensiveFoulsDrawn,doubleDoubles,tripleDoubles,GmSc
basketball,v1,Team,317,1,2023,73,4,21,Championship,,,None,,,None,None,None None,,200,27,68,0.397,10,25,0.4,17,43,0.395,16,20,0.8,7,23,30,16,7,0,12,80,1661,0.471,0.521,10,10,2,1,2,0,,,106.40000000000002
basketball,v1,Team,318,0,2023,73,4,22,Championship,,,None,,,None,None,None None,,200,34,78,0.436,7,23,0.304,27,55,0.491,9,13,0.692,14,28,42,20,8,2,11,84,4254,0.481,0.502,8,6,6,6,1,3,,,199.24
basketball,v1,Team,316,1,2023,73,4,22,Championship,,,None,,,None,None,None None,,201,31,67,0.463,6,22,0.273,25,45,0.556,12,16,0.75,7,29,36,16,4,2,14,80,1165,0.507,0.54,6,8,6,6,3,1,,,168.86
basketball,v1,Team,319,0,2023,73,4,23,Championship,,,None,,,None,None,None None,,200,27,60,0.45,8,15,0.533,19,45,0.422,22,26,0.846,7,20,27,18,15,4,16,84,3434,0.517,0.588,4,10,6,10,6,2,,,230.9
basketball,v1,Team,318,1,2023,73,4,23,Championship,,,None,,,None,None,None None,,200,34,76,0.447,8,30,0.267,26,46,0.565,5,6,0.833,12,22,34,24,5,5,19,81,1756,0.5,0.515,10,4,10,6,2,6,,,294.2
basketball,v1,Team,317,0,2023,73,4,24,Championship,,,None,,,None,None,None None,,200,33,66,0.5,9,22,0.409,24,44,0.545,26,30,0.867,10,24,34,11,4,1,11,101,1976,0.568,0.638,11,14,2,2,2,1,,,159.04
basketball,v1,Team,316,1,2023,73,4,24,Championship,,,None,,,None,None,None None,,200,37,74,0.5,8,19,0.421,29,55,0.527,20,22,0.909,8,25,33,21,8,1,7,102,3889,0.554,0.609,14,11,2,2,1,2,,,180.25999999999993
basketball,v1,Team,322,0,2023,73,5,25,Championship,,,None,,,None,None,None None,,200,26,63,0.413,4,15,0.267,22,48,0.458,29,32,0.906,8,30,38,13,7,5,13,85,3692,0.444,0.551,6,12,4,6,0,0,,,264.6499999999999
basketball,v1,Team,321,1,2023,73,5,25,Championship,,,None,,,None,None,None None,,200,34,75,0.453,7,20,0.35,27,55,0.491,8,10,0.8,9,27,36,21,6,3,13,83,1813,0.5,0.523,12,6,6,4,0,0,,,225.74999999999997
basketball,v1,Team,320,0,2023,73,5,26,Championship,,,None,,,None,None,None None,,200,29,69,0.42,6,22,0.273,23,47,0.489,16,18,0.889,8,21,29,15,6,2,14,80,1247,0.464,0.52,5,9,1,2,1,4,,,172.41999999999996
basketball,v1,Team,323,1,2023,73,5,26,Championship,,,None,,,None,None,None None,,199,37,74,0.5,10,20,0.5,27,54,0.5,10,11,0.909,13,26,39,25,8,3,15,94,4060,0.568,0.596,9,5,2,1,4,1,,,243.77999999999997
basketball,v1,Team,323,0,2023,73,5,27,Championship,,,None,,,None,None,None None,,200,34,62,0.548,11,19,0.579,23,43,0.535,18,25,0.72,10,19,29,23,5,5,13,97,1415,0.637,0.664,10,9,11,8,1,2,,,276.1
basketball,v1,Team,321,1,2023,73,5,27,Championship,,,None,,,None,None,None None,,200,33,65,0.508,9,19,0.474,24,46,0.522,23,30,0.767,9,17,26,16,10,4,8,98,4389,0.577,0.627,9,10,8,11,2,1,,,257.2
basketball,v1,Team,322,0,2023,73,5,28,Championship,,,None,,,None,None,None None,,200,40,82,0.488,11,25,0.44,29,57,0.509,18,21,0.857,10,34,44,24,4,3,9,109,4528,0.555,0.597,10,11,6,6,0,1,,,270.94
basketball,v1,Team,320,1,2023,73,5,28,Championship,,,None,,,None,None,None None,,200,33,74,0.446,4,16,0.25,29,58,0.5,16,18,0.889,6,29,35,17,6,5,12,86,1287,0.473,0.525,11,10,6,6,1,0,,,296.09999999999997
basketball,v1,Team,323,0,2023,73,5,29,Championship,,,None,,,None,None,None None,,200,27,67,0.403,1,22,0.045,26,45,0.578,15,19,0.789,10,24,34,17,11,6,10,70,1124,0.41,0.464,6,9,7,5,3,0,,,300.47999999999996
basketball,v1,Team,322,1,2023,73,5,29,Championship,,,None,,,None,None,None None,,200,27,67,0.403,7,18,0.389,20,49,0.408,14,14,1.0,8,27,35,15,6,4,12,75,4139,0.455,0.513,9,6,5,7,0,3,,,233.32
basketball,v1,Team,321,0,2023,73,5,30,Championship,,,None,,,None,None,None None,,200,47,81,0.58,8,18,0.444,39,63,0.619,18,22,0.818,16,36,52,31,10,1,13,120,4922,0.63,0.662,7,15,4,3,0,1,,,215.99
basketball,v1,Team,320,1,2023,73,5,30,Championship,,,None,,,None,None,None None,,199,27,69,0.391,7,20,0.35,20,49,0.408,12,14,0.857,7,17,24,15,4,7,18,73,909,0.442,0.486,15,7,3,4,1,0,,,324.96999999999997
