sport,api_version,type,teamId,homeTeamFlg,season,season_id,week_number,game_number,season_type,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,first_name,last_name,full_name,G,MIN,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,AU_PTS,eFG%,TS%,shootingFoulsCommitted,shootingFoulsDrawn,personalFoulsCommitted,personalFoulsDrawn,offensiveFoulsCommitted,offensiveFoulsDrawn,doubleDoubles,tripleDoubles,GmSc
basketball,v1,Player,86,0,2022,6,1,2,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,12,3,7,0.429,1,3,0.333,2,4,0.5,1,1,1.0,0,2,2,1,2,0,0,8,118,0.5,0.538,2,1,0,0,0,0,0,0,12.499999999999998
basketball,v1,Player,86,0,2022,6,1,2,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,35,6,15,0.4,1,5,0.2,5,10,0.5,4,4,1.0,1,3,4,1,2,1,5,17,149,0.433,0.507,0,2,1,1,0,0,0,0,25.65
basketball,v1,Player,89,1,2022,6,1,2,Championship,253,52,52,GD,,Brittany,Carter,Brittany Carter,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,89,1,2022,6,1,2,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,1,37,5,19,0.263,2,7,0.286,3,12,0.25,1,2,0.5,3,8,11,2,2,0,5,13,286,0.316,0.327,1,1,1,2,0,0,1,0,17.1
basketball,v1,Player,89,1,2022,6,1,2,Championship,252,38,38,GD,,Dominique,Wilson,Dominique Wilson,1,9,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,255,,,0,0,0,0,0,0,0,0,0.3
basketball,v1,Player,89,1,2022,6,1,2,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,38,7,16,0.438,0,4,0.0,7,12,0.583,4,4,1.0,0,6,6,13,2,0,1,18,562,0.438,0.507,1,2,1,0,0,0,1,0,32.300000000000004
basketball,v1,Player,89,1,2022,6,1,2,Championship,226,2,None,FWD,,Isabelle,Harrison,Isabelle Harrison,1,30,8,19,0.421,0,0,,8,19,0.421,5,9,0.556,2,2,4,1,3,2,2,21,442,0.421,0.457,3,4,1,1,1,0,0,0,44.519999999999996
basketball,v1,Player,89,1,2022,6,1,2,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,28,5,8,0.625,4,6,0.667,1,2,0.5,0,0,,0,0,0,1,1,0,0,14,402,0.875,0.875,1,0,0,0,0,0,0,0,17.7
basketball,v1,Player,89,1,2022,6,1,2,Championship,232,92,92,GD,,Destinee,Walker,Destinee Walker,1,12,0,4,0.0,0,2,0.0,0,2,0.0,0,0,,1,1,2,0,0,0,1,0,207,0.0,0.0,0,0,1,0,0,0,0,0,-0.4
basketball,v1,Player,89,1,2022,6,1,2,Championship,213,7,7,FWD,,Jantel,Lavender,Jantel Lavender,1,27,7,10,0.7,1,1,1.0,6,9,0.667,1,1,1.0,3,4,7,0,0,1,0,16,448,0.75,0.766,0,1,0,1,0,0,0,0,26.999999999999996
basketball,v1,Player,89,1,2022,6,1,2,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,15,3,3,1.0,0,0,,3,3,1.0,2,3,0.667,1,5,6,0,0,0,0,8,355,1.0,0.926,1,2,0,0,0,0,0,0,10.999999999999998
basketball,v1,Player,89,1,2022,6,1,2,Championship,248,43,43,GD,,Marjorie,Butler,Marjorie Butler,1,2,0,1,0.0,0,0,,0,1,0.0,0,0,,1,1,2,1,1,0,1,0,257,0.0,0.0,1,0,0,0,0,0,0,0,1.7000000000000002
basketball,v1,Player,89,1,2022,6,1,2,Championship,239,40,40,FWD,,Toccara,Ross,Toccara Ross,1,2,1,1,1.0,0,0,,1,1,1.0,0,0,,1,0,1,0,0,0,0,2,280,1.0,1.0,0,0,0,0,0,0,0,0,3.0999999999999996
basketball,v1,Player,89,0,2022,6,1,3,Championship,252,38,38,GD,,Dominique,Wilson,Dominique Wilson,1,7,0,1,0.0,0,1,0.0,0,0,,4,4,1.0,1,1,2,1,0,0,1,4,253,0.0,0.725,0,1,0,1,0,0,0,0,4.7
basketball,v1,Player,89,0,2022,6,1,3,Championship,226,2,None,FWD,,Isabelle,Harrison,Isabelle Harrison,1,45,9,17,0.529,0,1,0.0,9,16,0.562,2,2,1.0,3,7,10,2,3,0,3,20,367,0.529,0.559,0,1,2,0,1,0,1,0,28.400000000000002
basketball,v1,Player,89,0,2022,6,1,3,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,47,6,10,0.6,3,4,0.75,3,6,0.5,4,4,1.0,1,4,5,15,2,0,3,19,442,0.75,0.808,2,2,2,2,1,1,1,0,32.0
basketball,v1,Player,89,0,2022,6,1,3,Championship,232,92,92,GD,,Destinee,Walker,Destinee Walker,1,10,1,4,0.25,0,1,0.0,1,3,0.333,1,2,0.5,0,2,2,1,0,0,1,3,208,0.25,0.307,0,1,0,1,0,0,0,0,3.3
basketball,v1,Player,89,0,2022,6,1,3,Championship,213,7,7,FWD,,Jantel,Lavender,Jantel Lavender,1,41,7,12,0.583,0,1,0.0,7,11,0.636,0,0,,1,9,10,2,1,0,2,14,312,0.583,0.583,1,0,0,0,0,0,1,0,20.599999999999998
basketball,v1,Player,89,0,2022,6,1,3,Championship,253,52,52,GD,,Brittany,Carter,Brittany Carter,1,6,0,1,0.0,0,0,,0,1,0.0,0,0,,1,1,2,0,0,1,1,0,197,0.0,0.0,1,0,0,0,0,0,0,0,0.49
basketball,v1,Player,89,0,2022,6,1,3,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,36,3,8,0.375,3,6,0.5,0,2,0.0,2,2,1.0,0,3,3,4,1,0,5,11,277,0.562,0.619,2,1,0,1,0,0,0,0,11.899999999999999
basketball,v1,Player,89,0,2022,6,1,3,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,1,40,10,21,0.476,5,9,0.556,5,12,0.417,5,5,1.0,1,7,8,2,2,0,5,30,275,0.595,0.647,1,3,3,2,0,0,0,0,34.0
basketball,v1,Player,89,0,2022,6,1,3,Championship,248,43,43,GD,,Marjorie,Butler,Marjorie Butler,1,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,190,,,0,0,0,0,0,0,0,0,-1.0
basketball,v1,Player,89,0,2022,6,1,3,Championship,239,40,40,FWD,,Toccara,Ross,Toccara Ross,1,4,0,0,,0,0,,0,0,,2,2,1.0,0,1,1,0,0,0,0,2,213,,1.136,0,1,2,0,0,0,0,0,1.4999999999999998
basketball,v1,Player,89,0,2022,6,1,3,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,11,3,4,0.75,0,1,0.0,3,3,1.0,1,1,1.0,0,3,3,0,0,0,1,7,253,0.75,0.788,1,1,1,0,0,0,0,0,7.699999999999999
basketball,v1,Player,87,1,2022,6,1,3,Championship,231,13,13,CTR,,Mercedes,Russell,Mercedes Russell,1,47,5,12,0.417,0,0,,5,12,0.417,5,6,0.833,3,7,10,4,2,0,0,15,246,0.417,0.512,3,1,0,3,1,0,1,0,25.600000000000005
basketball,v1,Player,87,1,2022,6,1,3,Championship,234,25,25,FWD,,Lauren,Manis,Lauren Manis,1,33,5,14,0.357,3,6,0.5,2,8,0.25,6,6,1.0,0,7,7,3,2,1,4,19,203,0.464,0.571,3,3,2,2,0,1,0,0,29.260000000000005
basketball,v1,Player,87,1,2022,6,1,3,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,1,4,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,1,0,0,0,92,0.0,0.0,0,0,1,0,0,0,0,0,0.6
basketball,v1,Player,87,1,2022,6,1,3,Championship,236,22,22,FWD,,Takoia,Larry,Takoia Larry,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,87,1,2022,6,1,3,Championship,255,37,37,FWD,,Chelsea,Phillips,Chelsea Phillips,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,87,1,2022,6,1,3,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,1,44,6,14,0.429,1,8,0.125,5,6,0.833,2,2,1.0,1,6,7,3,4,0,0,15,366,0.464,0.504,0,1,2,3,0,0,0,0,25.2
basketball,v1,Player,87,1,2022,6,1,3,Championship,233,54,54,CTR,,Nikki,Greene,Nikki Greene,1,9,1,2,0.5,0,0,,1,2,0.5,0,0,,0,1,1,0,1,0,1,2,119,0.5,0.5,0,0,0,1,0,0,0,0,2.6999999999999997
basketball,v1,Player,87,1,2022,6,1,3,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,87,1,2022,6,1,3,Championship,208,23,23,GD,,Laurin,Mincy,Laurin Mincy,1,21,5,9,0.556,1,4,0.25,4,5,0.8,0,0,,3,1,4,0,1,0,1,11,181,0.611,0.611,2,0,1,0,0,0,0,0,14.999999999999998
basketball,v1,Player,87,1,2022,6,1,3,Championship,238,14,14,GD,,Taj,Cole,Taj Cole,1,48,9,28,0.321,2,14,0.143,7,14,0.5,4,4,1.0,2,5,7,6,3,1,7,24,131,0.357,0.403,2,2,1,0,0,1,0,0,44.02
basketball,v1,Player,87,1,2022,6,1,3,Championship,250,73,73,FWD,,Danni,McCray,Danni McCray,1,44,8,11,0.727,0,0,,8,11,0.727,2,2,1.0,4,0,4,2,1,0,1,18,280,0.727,0.758,1,1,0,1,0,0,0,0,25.4
basketball,v1,Player,88,0,2022,6,1,4,Championship,258,42,42,GD,,Shannon,McCallum,Shannon McCallum,1,2,0,1,0.0,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,45,0.0,0.0,0,0,0,0,0,0,0,0,0.3
basketball,v1,Player,88,0,2022,6,1,4,Championship,235,88,88,GD,,Briahanna,Jackson,Briahanna Jackson,1,33,4,16,0.25,1,5,0.2,3,11,0.273,0,1,0.0,0,2,2,7,1,0,3,9,62,0.281,0.274,2,1,0,1,0,0,0,0,13.7
basketball,v1,Player,88,0,2022,6,1,4,Championship,247,35,35,GD,,Tina,Roy,Tina Roy,1,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,88,0,2022,6,1,4,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,36,9,20,0.45,4,6,0.667,5,14,0.357,9,9,1.0,1,3,4,12,3,0,4,31,409,0.55,0.647,0,4,1,2,0,1,1,0,43.2
basketball,v1,Player,88,0,2022,6,1,4,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,1,33,6,9,0.667,1,2,0.5,5,7,0.714,2,2,1.0,3,8,11,1,1,0,3,15,202,0.722,0.759,3,0,1,1,0,0,1,0,20.2
basketball,v1,Player,88,0,2022,6,1,4,Championship,256,36,36,GD,,Grace,Hunter,Grace Hunter,1,15,0,5,0.0,0,3,0.0,0,2,0.0,0,0,,2,2,4,0,0,0,0,0,14,0.0,0.0,2,0,0,0,0,0,0,0,2.0
basketball,v1,Player,88,0,2022,6,1,4,Championship,237,17,17,GDFD,,Becca,Wann-Taylor,Becca Wann-Taylor,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,88,0,2022,6,1,4,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,15,1,1,1.0,0,0,,1,1,1.0,1,1,1.0,0,2,2,1,1,0,2,3,78,1.0,1.042,1,1,1,0,0,0,0,0,3.3
basketball,v1,Player,88,0,2022,6,1,4,Championship,224,12,12,FWD,,Kiki,Harrigan,Kiki Harrigan,1,30,4,8,0.5,1,4,0.25,3,4,0.75,0,0,,1,6,7,0,2,0,0,9,136,0.562,0.562,3,0,0,0,0,0,0,0,15.099999999999998
basketball,v1,Player,88,0,2022,6,1,4,Championship,244,24,24,CTR,,Kalani,Brown,Kalani Brown,1,28,14,16,0.875,0,0,,14,16,0.875,4,6,0.667,3,4,7,2,0,2,1,32,500,0.875,0.858,1,4,0,2,1,0,0,0,56.18000000000001
basketball,v1,Player,88,0,2022,6,1,4,Championship,243,8,8,CTR,,Drew,Edelman,Drew Edelman,1,7,2,2,1.0,0,0,,2,2,1.0,0,0,,1,2,3,0,0,0,3,4,56,1.0,1.0,1,0,0,0,1,0,0,0,3.0999999999999996
basketball,v1,Player,86,1,2022,6,1,4,Championship,214,21,21,FWD,,Tianna,Hawkins,Tianna Hawkins,1,32,5,11,0.455,0,3,0.0,5,8,0.625,4,5,0.8,0,10,10,3,2,0,0,14,426,0.455,0.53,3,2,2,0,0,1,1,0,21.900000000000002
basketball,v1,Player,86,1,2022,6,1,4,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,33,5,11,0.455,2,7,0.286,3,4,0.75,4,5,0.8,0,3,3,9,3,0,3,16,433,0.545,0.606,3,2,0,1,0,0,0,0,24.8
basketball,v1,Player,86,1,2022,6,1,4,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,19,2,4,0.5,1,2,0.5,1,2,0.5,3,3,1.0,1,1,2,1,0,1,2,8,325,0.625,0.752,1,2,0,0,0,0,0,0,10.459999999999999
basketball,v1,Player,86,1,2022,6,1,4,Championship,216,10,10,GD,,Courtney,Williams,Courtney Williams,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,86,1,2022,6,1,4,Championship,246,69,69,GD,,Antoinette,Thompson,Antoinette Thompson,1,12,2,3,0.667,0,0,,2,3,0.667,0,0,,1,1,2,1,0,0,1,4,263,0.667,0.667,0,0,3,0,1,1,0,0,4.3
basketball,v1,Player,86,1,2022,6,1,4,Championship,227,34,34,CTR,,Imani,McGee-Stafford,Imani McGee-Stafford,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,86,1,2022,6,1,4,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,28,9,12,0.75,5,5,1.0,4,7,0.571,4,4,1.0,0,2,2,4,0,1,1,27,608,0.958,0.981,0,2,0,0,0,0,0,0,38.879999999999995
basketball,v1,Player,86,1,2022,6,1,4,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,23,5,13,0.385,3,8,0.375,2,5,0.4,0,0,,0,4,4,1,2,0,0,13,334,0.5,0.5,2,0,0,0,0,0,0,0,18.9
basketball,v1,Player,86,1,2022,6,1,4,Championship,242,26,26,GDFD,,Danielle L.,McCray,Danielle L. McCray,1,27,3,8,0.375,0,0,,3,8,0.375,3,4,0.75,2,6,8,4,1,0,1,9,374,0.375,0.461,0,2,1,1,0,0,0,0,15.400000000000002
basketball,v1,Player,86,1,2022,6,1,4,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,86,1,2022,6,1,4,Championship,225,15,15,GD,,Rebecca,Harris,Rebecca Harris,1,26,6,12,0.5,2,5,0.4,4,7,0.571,3,3,1.0,0,0,0,0,1,1,3,17,358,0.583,0.638,1,3,0,1,0,0,0,0,23.279999999999998
basketball,v1,Player,89,0,2022,6,1,5,Championship,232,92,92,GD,,Destinee,Walker,Destinee Walker,1,15,2,4,0.5,2,2,1.0,0,2,0.0,3,4,0.75,0,1,1,1,1,0,0,9,293,0.75,0.781,0,2,0,0,0,0,0,0,11.4
basketball,v1,Player,89,0,2022,6,1,5,Championship,248,43,43,GD,,Marjorie,Butler,Marjorie Butler,1,9,0,1,0.0,0,0,,0,1,0.0,0,2,0.0,0,0,0,1,0,0,1,0,174,0.0,0.0,0,1,0,0,0,0,0,0,-1.1
basketball,v1,Player,89,0,2022,6,1,5,Championship,213,7,7,FWD,,Jantel,Lavender,Jantel Lavender,1,33,4,9,0.444,1,1,1.0,3,8,0.375,0,0,,0,6,6,0,3,1,1,9,284,0.5,0.5,2,0,0,0,0,0,0,0,18.81
basketball,v1,Player,89,0,2022,6,1,5,Championship,253,52,52,GD,,Brittany,Carter,Brittany Carter,1,10,0,1,0.0,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,1,0,177,0.0,0.0,1,0,0,0,0,0,0,0,-0.7
basketball,v1,Player,89,0,2022,6,1,5,Championship,239,40,40,FWD,,Toccara,Ross,Toccara Ross,1,10,2,5,0.4,0,0,,2,5,0.4,0,0,,0,1,1,0,0,0,2,4,187,0.4,0.4,1,0,0,0,0,0,0,0,3.0999999999999996
basketball,v1,Player,89,0,2022,6,1,5,Championship,226,2,None,FWD,,Isabelle,Harrison,Isabelle Harrison,1,27,7,10,0.7,0,0,,7,10,0.7,5,6,0.833,2,4,6,1,1,1,2,19,482,0.7,0.752,1,3,0,1,1,0,0,0,28.599999999999998
basketball,v1,Player,89,0,2022,6,1,5,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,10,2,3,0.667,0,0,,2,3,0.667,2,2,1.0,1,1,2,0,0,0,0,6,261,0.667,0.773,1,1,0,0,0,0,0,0,7.8
basketball,v1,Player,89,0,2022,6,1,5,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,25,3,7,0.429,3,6,0.5,0,1,0.0,0,0,,0,3,3,0,1,0,0,9,267,0.643,0.643,1,0,0,0,0,0,0,0,12.1
basketball,v1,Player,89,0,2022,6,1,5,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,1,28,7,18,0.389,1,5,0.2,6,13,0.462,1,2,0.5,2,4,6,2,0,0,0,16,300,0.417,0.424,1,1,0,1,0,0,0,0,22.4
basketball,v1,Player,89,0,2022,6,1,5,Championship,252,38,38,GD,,Dominique,Wilson,Dominique Wilson,1,5,0,2,0.0,0,2,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,180,0.0,0.0,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,89,0,2022,6,1,5,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,28,4,6,0.667,0,1,0.0,4,5,0.8,4,4,1.0,0,3,3,7,1,0,0,12,447,0.667,0.773,0,2,0,0,1,0,0,0,20.4
basketball,v1,Player,88,1,2022,6,1,5,Championship,235,88,88,GD,,Briahanna,Jackson,Briahanna Jackson,1,15,1,3,0.333,0,1,0.0,1,2,0.5,0,0,,0,0,0,4,1,0,2,2,114,0.333,0.333,1,0,1,0,0,0,0,0,3.799999999999999
basketball,v1,Player,88,1,2022,6,1,5,Championship,258,42,42,GD,,Shannon,McCallum,Shannon McCallum,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,88,1,2022,6,1,5,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,1,33,4,10,0.4,1,3,0.333,3,7,0.429,0,0,,0,1,1,2,0,1,1,9,155,0.45,0.45,0,0,0,0,0,0,0,0,16.2
