sport,api_version,type,teamId,homeTeamFlg,season,season_id,week_number,game_number,season_type,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,first_name,last_name,full_name,G,MIN,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,AU_PTS,eFG%,TS%,shootingFoulsCommitted,shootingFoulsDrawn,personalFoulsCommitted,personalFoulsDrawn,offensiveFoulsCommitted,offensiveFoulsDrawn,doubleDoubles,tripleDoubles,GmSc
basketball,v1,Player,305,1,2023,73,1,1,Championship,589,35,35,GD,,Veronica,Burton,Veronica Burton,1,22,0,2,0.0,0,2,0.0,0,0,,0,0,,1,2,3,3,1,0,1,0,64,0.0,0.0,0,0,2,1,0,0,0,0,2.5999999999999996
basketball,v1,Player,305,1,2023,73,1,1,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,39,7,15,0.467,3,10,0.3,4,5,0.8,0,0,,0,5,5,0,1,0,2,17,142,0.567,0.567,1,0,2,2,0,1,0,0,19.5
basketball,v1,Player,305,1,2023,73,1,1,Championship,568,44,44,FWD,,Caliya,Robinson,Caliya Robinson,1,2,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,0,0,50,0.0,0.0,0,0,0,0,0,0,0,0,0.7
basketball,v1,Player,305,1,2023,73,1,1,Championship,624,69,69,GD,,Kierstan,Bell,Kierstan Bell,1,36,9,15,0.6,2,7,0.286,7,8,0.875,1,1,1.0,2,4,6,3,1,1,0,21,272,0.667,0.68,0,0,1,0,0,0,0,0,37.25
basketball,v1,Player,305,1,2023,73,1,1,Championship,566,11,11,GD,,Lexie,Hull,Lexie Hull,1,26,2,8,0.25,0,4,0.0,2,4,0.5,0,0,,0,4,4,1,1,2,1,4,86,0.25,0.25,0,0,1,1,0,0,0,0,14.139999999999999
basketball,v1,Player,305,1,2023,73,1,1,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,305,1,2023,73,1,1,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,1,4,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,0.0,0.0,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,304,0,2023,73,1,2,Championship,562,7,7,GDFD,,Whitney,Knight,Whitney Knight,1,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,242,,,0,0,1,0,0,0,0,0,-0.4
basketball,v1,Player,304,0,2023,73,1,2,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,6,0,1,0.0,0,1,0.0,0,0,,1,1,1.0,0,1,1,1,0,0,0,1,261,0.0,0.347,1,1,0,0,0,0,0,0,2.0
basketball,v1,Player,304,0,2023,73,1,2,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,1,21,3,7,0.429,0,3,0.0,3,4,0.75,2,2,1.0,0,4,4,1,0,1,2,8,310,0.429,0.508,1,1,0,1,0,0,0,0,12.529999999999998
basketball,v1,Player,304,0,2023,73,1,2,Championship,556,13,13,FWD,,Kristi,Bellock,Kristi Bellock,1,22,1,5,0.2,0,2,0.0,1,3,0.333,0,0,,2,1,3,2,3,0,0,2,297,0.2,0.2,1,0,0,0,0,0,0,0,8.5
basketball,v1,Player,304,0,2023,73,1,2,Championship,570,91,91,FWD,,G'mrice,Davis,G'mrice Davis,1,24,6,8,0.75,0,0,,6,8,0.75,1,3,0.333,1,5,6,0,1,0,3,13,315,0.75,0.697,1,2,3,0,1,0,0,0,13.600000000000001
basketball,v1,Player,304,0,2023,73,1,2,Championship,623,40,40,FWD,,Jasmine,Walker,Jasmine Walker,1,23,3,11,0.273,1,4,0.25,2,7,0.286,0,0,,0,6,6,1,2,1,2,7,278,0.318,0.318,0,0,3,3,0,0,0,0,14.889999999999997
basketball,v1,Player,304,0,2023,73,1,2,Championship,567,36,36,GD,,Suriya,McGuire,Suriya McGuire,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,304,0,2023,73,1,2,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,34,4,10,0.4,1,3,0.333,3,7,0.429,6,8,0.75,0,7,7,5,2,0,1,15,431,0.45,0.555,1,2,0,4,0,0,0,0,22.400000000000002
basketball,v1,Player,304,0,2023,73,1,2,Championship,232,24,24,GD,,Destinee,Walker,Destinee Walker,1,21,3,7,0.429,1,2,0.5,2,5,0.4,0,0,,1,0,1,0,1,0,4,7,252,0.5,0.5,0,0,1,0,0,0,0,0,5.499999999999998
basketball,v1,Player,304,0,2023,73,1,2,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,11,2,2,1.0,0,0,,2,2,1.0,0,0,,1,0,1,0,1,0,0,4,302,1.0,1.0,1,0,0,0,0,0,0,0,6.5
basketball,v1,Player,304,0,2023,73,1,2,Championship,557,3,3,GD,,Jordin,Canada,Jordin Canada,1,36,7,12,0.583,0,2,0.0,7,10,0.7,7,9,0.778,3,6,9,4,0,0,5,21,520,0.583,0.658,2,3,0,4,0,1,0,0,24.7
basketball,v1,Player,307,1,2023,73,1,2,Championship,238,0,0,GD,,Taj,Cole,Taj Cole,1,35,3,13,0.231,2,9,0.222,1,4,0.25,4,6,0.667,2,5,7,4,2,0,6,12,121,0.308,0.384,2,2,3,2,0,0,0,0,12.900000000000002
basketball,v1,Player,307,1,2023,73,1,2,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,307,1,2023,73,1,2,Championship,569,54,54,GD,,Crystal,Bradford,Crystal Bradford,1,29,10,18,0.556,1,4,0.25,9,14,0.643,0,4,0.0,8,6,14,2,1,1,0,21,410,0.583,0.531,3,2,2,3,0,0,1,0,41.22
basketball,v1,Player,307,1,2023,73,1,2,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,34,4,8,0.5,1,3,0.333,3,5,0.6,2,4,0.5,0,4,4,1,3,0,3,11,164,0.562,0.564,0,2,2,0,1,1,0,0,12.899999999999995
basketball,v1,Player,307,1,2023,73,1,2,Championship,572,28,28,CTR,,Jenna,Staiti,Jenna Staiti,1,11,2,6,0.333,0,0,,2,6,0.333,0,0,,2,1,3,0,0,1,1,4,109,0.333,0.333,2,0,0,0,0,0,0,0,8.439999999999998
basketball,v1,Player,307,1,2023,73,1,2,Championship,626,77,77,FWD,,Hope,Elam,Hope Elam,1,3,0,2,0.0,0,2,0.0,0,0,,0,0,,0,0,0,1,0,0,0,0,78,0.0,0.0,1,0,1,1,0,0,0,0,0.29999999999999993
basketball,v1,Player,307,1,2023,73,1,2,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,24,0,7,0.0,0,2,0.0,0,5,0.0,1,2,0.5,0,1,1,3,2,0,4,1,45,0.0,0.063,0,1,1,1,0,0,0,0,0.5999999999999988
basketball,v1,Player,307,1,2023,73,1,2,Championship,563,12,12,FWD,,Karisma,Penn,Karisma Penn,1,20,1,7,0.143,0,0,,1,7,0.143,0,0,,6,4,10,1,2,0,2,2,130,0.143,0.143,1,0,2,1,0,0,0,0,7.699999999999999
basketball,v1,Player,307,1,2023,73,1,2,Championship,627,8,8,FWD,,Mya,Hollingshed,Mya Hollingshed,1,9,0,1,0.0,0,0,,0,1,0.0,0,0,,1,2,3,0,0,0,0,0,110,0.0,0.0,0,0,0,0,0,0,0,0,1.2999999999999998
basketball,v1,Player,307,1,2023,73,1,2,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,307,1,2023,73,1,2,Championship,559,17,17,GD,,Allisha,Gray,Allisha Gray,1,35,8,15,0.533,3,5,0.6,5,10,0.5,2,3,0.667,3,2,5,1,1,0,3,21,286,0.633,0.643,0,1,1,0,0,0,0,0,24.8
basketball,v1,Player,307,0,2023,73,1,3,Championship,559,17,17,GD,,Allisha,Gray,Allisha Gray,1,36,7,17,0.412,0,5,0.0,7,12,0.583,9,10,0.9,3,2,5,2,1,0,2,23,232,0.412,0.537,1,3,0,2,0,0,0,0,28.5
basketball,v1,Player,307,0,2023,73,1,3,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,25,4,8,0.5,1,1,1.0,3,7,0.429,0,0,,3,0,3,0,1,1,1,9,132,0.562,0.562,1,0,0,0,0,0,0,0,16.619999999999997
basketball,v1,Player,307,0,2023,73,1,3,Championship,627,8,8,FWD,,Mya,Hollingshed,Mya Hollingshed,1,13,1,5,0.2,1,2,0.5,0,3,0.0,0,0,,0,1,1,0,1,0,0,3,47,0.3,0.3,1,0,0,0,0,0,0,0,4.699999999999999
basketball,v1,Player,307,0,2023,73,1,3,Championship,572,28,28,CTR,,Jenna,Staiti,Jenna Staiti,1,7,3,7,0.429,0,1,0.0,3,6,0.5,0,0,,3,0,3,1,0,0,1,6,100,0.429,0.429,0,0,0,0,0,0,0,0,9.0
basketball,v1,Player,307,0,2023,73,1,3,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,307,0,2023,73,1,3,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,22,1,7,0.143,1,3,0.333,0,4,0.0,2,2,1.0,0,1,1,9,0,0,0,5,135,0.214,0.317,0,0,0,0,0,0,0,0,12.0
basketball,v1,Player,307,0,2023,73,1,3,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,1,36,6,10,0.6,6,10,0.6,0,0,,0,0,,0,1,1,2,1,1,0,18,287,0.9,0.9,1,0,0,0,0,0,0,0,27.999999999999996
basketball,v1,Player,307,0,2023,73,1,3,Championship,563,12,12,FWD,,Karisma,Penn,Karisma Penn,1,13,2,4,0.5,0,0,,2,4,0.5,0,0,,2,1,3,0,1,0,1,4,87,0.5,0.5,0,0,1,0,0,0,0,0,6.099999999999999
basketball,v1,Player,307,0,2023,73,1,3,Championship,626,77,77,FWD,,Hope,Elam,Hope Elam,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,307,0,2023,73,1,3,Championship,569,54,54,GD,,Crystal,Bradford,Crystal Bradford,1,23,6,19,0.316,2,5,0.4,4,14,0.286,3,4,0.75,6,7,13,2,1,2,1,17,223,0.368,0.409,0,2,1,2,0,0,1,0,44.92
basketball,v1,Player,307,0,2023,73,1,3,Championship,238,0,0,GD,,Taj,Cole,Taj Cole,1,24,4,11,0.364,0,2,0.0,4,9,0.444,2,2,1.0,0,0,0,4,2,0,0,10,136,0.364,0.421,1,1,0,0,0,0,0,0,16.4
basketball,v1,Player,305,1,2023,73,1,3,Championship,566,11,11,GD,,Lexie,Hull,Lexie Hull,1,31,9,15,0.6,6,9,0.667,3,6,0.5,2,2,1.0,3,5,8,3,2,3,1,26,691,0.8,0.819,1,0,2,0,0,0,0,0,57.550000000000004
basketball,v1,Player,305,1,2023,73,1,3,Championship,568,44,44,FWD,,Caliya,Robinson,Caliya Robinson,1,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,315,,,0,0,0,0,0,0,0,0,0.3
basketball,v1,Player,305,1,2023,73,1,3,Championship,624,69,69,GD,,Kierstan,Bell,Kierstan Bell,1,30,6,9,0.667,2,4,0.5,4,5,0.8,1,1,1.0,1,6,7,4,1,1,2,15,488,0.778,0.794,1,1,1,0,0,0,0,0,25.71
basketball,v1,Player,305,1,2023,73,1,3,Championship,257,6,6,GD,,Kelsey,Mitchell,Kelsey Mitchell,1,30,11,17,0.647,6,8,0.75,5,9,0.556,0,0,,0,1,1,1,0,0,2,28,529,0.824,0.824,2,0,0,0,0,0,0,0,31.4
basketball,v1,Player,305,1,2023,73,1,3,Championship,564,0,00,FWD,,NaLyssa,Smith,NaLyssa Smith,1,32,9,16,0.562,0,2,0.0,9,14,0.643,2,2,1.0,4,12,16,4,0,0,3,20,536,0.562,0.592,1,1,1,2,0,0,1,0,29.4
basketball,v1,Player,305,1,2023,73,1,3,Championship,229,32,32,CTR,,Akela,Maize,Akela Maize,1,6,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,2,0,290,,,0,0,0,0,0,0,0,0,-1.3
basketball,v1,Player,305,1,2023,73,1,3,Championship,211,99,99,GD,,Odyssey,Sims,Odyssey Sims,1,35,9,15,0.6,2,4,0.5,7,11,0.636,2,3,0.667,1,4,5,14,1,1,3,22,614,0.667,0.674,0,1,0,0,0,0,1,0,42.25
basketball,v1,Player,305,1,2023,73,1,3,Championship,250,3,3,FWD,,Danni,McCray,Danni McCray,1,10,2,2,1.0,1,1,1.0,1,1,1.0,1,2,0.5,0,1,1,0,0,1,0,6,369,1.25,1.042,0,1,0,0,0,0,0,0,7.68
basketball,v1,Player,305,1,2023,73,1,3,Championship,215,20,20,GD,,Kirby,Burkholder,Kirby Burkholder,1,5,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,1,0,272,0.0,0.0,1,0,0,0,0,0,0,0,-1.0
basketball,v1,Player,305,1,2023,73,1,3,Championship,589,35,35,GD,,Veronica,Burton,Veronica Burton,1,18,1,2,0.5,0,1,0.0,1,1,1.0,1,2,0.5,1,3,4,4,1,0,1,3,379,0.5,0.521,0,1,0,0,0,0,0,0,7.4
basketball,v1,Player,305,1,2023,73,1,3,Championship,245,33,33,GDFD,,Antoinette,Bannister,Antoinette Bannister,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,300,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,306,0,2023,73,1,4,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,23,4,10,0.4,2,4,0.5,2,6,0.333,2,3,0.667,0,3,3,0,0,0,2,12,291,0.5,0.53,1,1,0,0,0,0,0,0,12.1
basketball,v1,Player,306,0,2023,73,1,4,Championship,561,31,31,FWD,,N'dea,Jones,N'dea Jones,1,6,0,1,0.0,0,0,,0,1,0.0,0,0,,0,3,3,0,0,0,0,0,247,0.0,0.0,1,0,0,0,0,0,0,0,0.8999999999999999
basketball,v1,Player,306,0,2023,73,1,4,Championship,622,55,55,FWD,,Theresa,Plaisance,Theresa Plaisance,1,14,2,7,0.286,0,1,0.0,2,6,0.333,0,0,,1,2,3,0,1,0,0,4,270,0.286,0.286,0,0,0,0,0,0,0,0,7.1
basketball,v1,Player,306,0,2023,73,1,4,Championship,565,22,22,GD,,Evina,Westbrook,Evina Westbrook,1,35,2,7,0.286,1,5,0.2,1,2,0.5,4,4,1.0,2,2,4,3,1,2,1,9,404,0.357,0.514,1,1,0,2,0,0,0,0,20.759999999999998
basketball,v1,Player,306,0,2023,73,1,4,Championship,216,10,10,GD,,Courtney,Williams,Courtney Williams,1,35,4,10,0.4,0,4,0.0,4,6,0.667,0,0,,1,4,5,8,3,0,3,8,360,0.4,0.4,2,0,1,1,0,0,0,0,16.7
basketball,v1,Player,306,0,2023,73,1,4,Championship,558,25,25,GD,,Layshia,Clarendon,Layshia Clarendon,1,22,2,3,0.667,1,1,1.0,1,2,0.5,4,4,1.0,0,3,3,4,0,0,2,9,373,0.833,0.945,0,2,0,0,0,0,0,0,11.5
basketball,v1,Player,306,0,2023,73,1,4,Championship,249,63,63,GD,,CC,Andrews,CC Andrews,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,306,0,2023,73,1,4,Championship,625,26,26,FWD,,Lydia,Rivers,Lydia Rivers,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,250,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,306,0,2023,73,1,4,Championship,226,2,2,FWD,,Isabelle,Harrison,Isabelle Harrison,1,32,6,16,0.375,0,1,0.0,6,15,0.4,2,3,0.667,0,7,7,1,1,0,4,14,291,0.375,0.404,0,1,1,0,0,0,0,0,15.400000000000002
basketball,v1,Player,306,0,2023,73,1,4,Championship,560,16,16,FWD,,Naz,Hillmon,Naz Hillmon,1,28,7,10,0.7,0,0,,7,10,0.7,2,4,0.5,7,5,12,1,0,0,1,16,549,0.7,0.68,1,2,0,1,0,0,1,0,24.099999999999998
basketball,v1,Player,306,0,2023,73,1,4,Championship,225,30,15,GD,,Rebecca,Harris,Rebecca Harris,1,5,1,2,0.5,1,1,1.0,0,1,0.0,0,0,,0,0,0,0,1,0,2,3,260,0.75,0.75,0,0,0,0,0,0,0,0,2.4000000000000004
basketball,v1,Player,304,1,2023,73,1,4,Championship,232,24,24,GD,,Destinee,Walker,Destinee Walker,1,26,3,8,0.375,3,6,0.5,0,2,0.0,0,0,,1,0,1,0,1,0,2,9,124,0.562,0.562,1,0,1,0,0,0,0,0,9.499999999999998
basketball,v1,Player,304,1,2023,73,1,4,Championship,570,91,91,FWD,,G'mrice,Davis,G'mrice Davis,1,9,0,2,0.0,0,0,,0,2,0.0,0,0,,3,3,6,0,0,1,3,0,97,0.0,0.0,1,0,0,0,0,0,0,0,0.9799999999999995
basketball,v1,Player,304,1,2023,73,1,4,Championship,623,40,40,FWD,,Jasmine,Walker,Jasmine Walker,1,18,1,6,0.167,1,2,0.5,0,4,0.0,4,4,1.0,1,4,5,0,0,1,2,7,144,0.25,0.451,0,1,0,0,0,0,0,0,10.239999999999998
basketball,v1,Player,304,1,2023,73,1,4,Championship,556,13,13,FWD,,Kristi,Bellock,Kristi Bellock,1,26,3,6,0.5,0,0,,3,6,0.5,0,0,,0,4,4,0,1,1,1,6,136,0.5,0.5,1,0,2,0,0,0,0,0,10.54
basketball,v1,Player,304,1,2023,73,1,4,Championship,557,3,3,GD,,Jordin,Canada,Jordin Canada,1,36,7,13,0.538,0,0,,7,13,0.538,3,3,1.0,0,3,3,6,3,0,2,17,351,0.538,0.594,2,2,0,1,0,0,0,0,25.9
basketball,v1,Player,304,1,2023,73,1,4,Championship,241,90,90,GDFD,,MeMe,Jackson,MeMe Jackson,1,12,1,5,0.2,1,5,0.2,0,0,,0,0,,0,1,1,0,0,0,0,3,95,0.3,0.3,0,0,0,0,0,0,0,0,3.6999999999999997
basketball,v1,Player,304,1,2023,73,1,4,Championship,209,30,30,FWD,,Jessica,Kuster,Jessica Kuster,1,5,0,3,0.0,0,0,,0,3,0.0,0,0,,1,0,1,0,0,0,0,0,80,0.0,0.0,0,0,0,0,0,0,0,0,0.7
basketball,v1,Player,304,1,2023,73,1,4,Championship,205,9,9,GD,,Natasha,Cloud,Natasha Cloud,1,39,7,18,0.389,2,8,0.25,5,10,0.5,2,2,1.0,2,6,8,3,3,0,0,18,288,0.444,0.477,0,1,0,1,0,0,0,0,29.1
basketball,v1,Player,304,1,2023,73,1,4,Championship,567,36,36,GD,,Suriya,McGuire,Suriya McGuire,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,304,1,2023,73,1,4,Championship,562,7,7,GDFD,,Whitney,Knight,Whitney Knight,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,304,1,2023,73,1,4,Championship,210,5,5,GD,,Essence,Carson,Essence Carson,1,29,2,9,0.222,1,4,0.25,1,5,0.2,2,4,0.5,1,6,7,1,0,2,1,7,124,0.278,0.325,2,2,1,0,0,0,0,0,17.62
basketball,v1,Player,307,0,2023,73,1,5,Championship,569,54,54,GD,,Crystal,Bradford,Crystal Bradford,1,23,5,19,0.263,0,4,0.0,5,15,0.333,3,3,1.0,5,8,13,1,1,1,2,13,140,0.263,0.32,1,2,0,0,0,0,1,0,29.909999999999997
basketball,v1,Player,307,0,2023,73,1,5,Championship,238,0,0,GD,,Taj,Cole,Taj Cole,1,34,2,10,0.2,0,3,0.0,2,7,0.286,0,0,,0,2,2,3,0,0,2,4,10,0.2,0.2,2,0,0,1,1,1,0,0,5.499999999999999
basketball,v1,Player,307,0,2023,73,1,5,Championship,206,51,51,GD,,Sydney,Colson,Sydney Colson,1,24,4,5,0.8,0,1,0.0,4,4,1.0,2,2,1.0,0,3,3,6,1,0,4,10,185,0.8,0.85,0,1,1,1,0,0,0,0,13.3
basketball,v1,Player,307,0,2023,73,1,5,Championship,627,8,8,FWD,,Mya,Hollingshed,Mya Hollingshed,1,6,1,3,0.333,0,0,,1,3,0.333,0,0,,1,0,1,0,0,0,0,2,60,0.333,0.333,0,0,0,0,0,0,0,0,3.0999999999999996
basketball,v1,Player,307,0,2023,73,1,5,Championship,563,12,12,FWD,,Karisma,Penn,Karisma Penn,1,16,4,6,0.667,0,0,,4,6,0.667,1,2,0.5,2,3,5,1,1,0,2,9,117,0.667,0.654,1,1,1,0,1,0,0,0,11.799999999999999
basketball,v1,Player,307,0,2023,73,1,5,Championship,572,28,28,CTR,,Jenna,Staiti,Jenna Staiti,1,3,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,1,0,22,0.0,0.0,1,0,0,0,0,0,0,0,-1.0
basketball,v1,Player,307,0,2023,73,1,5,Championship,207,1,1,GDFD,,Ty,Young,Ty Young,1,28,5,9,0.556,0,1,0.0,5,8,0.625,7,8,0.875,3,4,7,0,0,0,1,17,190,0.556,0.679,2,3,0,0,1,0,0,0,20.900000000000002
basketball,v1,Player,307,0,2023,73,1,5,Championship,254,21,21,GDFD,,DiJonai,Carrington,DiJonai Carrington,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,307,0,2023,73,1,5,Championship,626,77,77,FWD,,Hope,Elam,Hope Elam,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,50,,,0,0,0,0,0,0,0,0,0.0
basketball,v1,Player,307,0,2023,73,1,5,Championship,559,17,17,GD,,Allisha,Gray,Allisha Gray,1,36,4,15,0.267,2,6,0.333,2,9,0.222,0,0,,2,8,10,4,1,4,2,10,166,0.333,0.333,0,0,1,1,0,0,1,0,46.199999999999996
basketball,v1,Player,307,0,2023,73,1,5,Championship,240,4,4,GD,,Lexie,Brown,Lexie Brown,1,29,4,9,0.444,2,6,0.333,2,3,0.667,0,0,,1,2,3,1,2,0,1,10,144,0.556,0.556,0,0,0,1,0,0,0,0,14.599999999999998
basketball,v1,Player,306,1,2023,73,1,5,Championship,251,75,75,GD,,Air,Hearn,Air Hearn,1,19,4,7,0.571,1,3,0.333,3,4,0.75,3,3,1.0,1,5,6,1,3,1,2,12,439,0.643,0.721,2,1,1,1,0,0,0,0,20.529999999999998
