sport,api_version,season,seasonId,weekNumber,gameNumber,seasonType,teamId,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,periodsPlayed,goals,assists,points,shots,turnovers,causedTurnovers,groundballs,shotPct,twoPointGoals,drawControls,sogPct,shotsSaved,shotsOnGoal,yellowCards,redCards,shotClockViolationsCommitted,shotClockViolationsDrawn,auTotalPoints,goalie_gamesPlayed,goalie_gamesStarted,goalie_goalsAgainst,goalie_saves,goalie_savePct,goalie_shotsFaced,goalie_shotClockViolationsCommitted,goalie_shotClockViolationsDrawn
lacrosse,v1,2022,17,1,2,Championship,222,302,30,30,GOAL,,Molly,Wolf,Molly Wolf,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,3,2,41,1,0,3,1,0.25,4,3,2
lacrosse,v1,2022,17,1,2,Championship,222,162,34,34,ATT,,Alex,Aust Holman,Alex Aust Holman,4,2,0,2,2,1,0,0,1.0,0,0,1.0,0,2,,,3,2,54,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,222,93,1,1,DEF,,Amber,McKenzie,Amber McKenzie,4,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,,,3,2,50,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,222,188,6,6,MIDF,,Kelly,McPartland,Kelly McPartland,4,1,0,1,6,0,3,2,0.17,0,0,0.33,1,2,,,3,2,88,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,222,133,10,10,ATT,,Kenzie,Kent,Kenzie Kent,4,2,2,4,2,2,0,1,1.0,0,1,1.0,0,2,,,3,2,58,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,222,397,27,27,MIDF,,Sydney,Watson,Sydney Watson,4,0,0,0,1,1,0,1,0.0,0,5,0.0,0,0,,,3,2,42,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,222,98,15,15,ATT,MIDF,Cortney,Fortunato,Cortney Fortunato,4,0,0,0,2,2,0,0,0.0,0,0,1.0,2,2,,,3,2,18,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,222,402,16,16,ATT,,Scottie Rose,Growney,Scottie Rose Growney,4,0,2,2,2,3,0,1,0.0,0,0,0.0,0,0,,,3,2,24,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,222,107,43,43,GOAL,,Caylee,Waters,Caylee Waters,4,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,3,2,46,1,1,6,2,0.25,8,3,2
lacrosse,v1,2022,17,1,2,Championship,222,175,26,26,DEF,,Ella,Simkins,Ella Simkins,4,0,0,0,1,0,1,2,0.0,0,0,1.0,1,1,,,3,2,52,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,222,155,4,4,MIDF,,Marie,McCool,Marie McCool,4,2,0,2,10,0,0,2,0.2,0,3,0.7,5,7,,,3,2,62,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,184,41,41,ATT,,Shayna,Pirreca,Shayna Pirreca,4,2,0,3,2,1,0,0,1.0,1,0,1.0,0,2,,,2,3,107,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,174,42,42,MIDF,,Ally,Kennedy,Ally Kennedy,4,2,0,2,3,0,0,2,0.67,0,3,0.67,0,2,,,2,3,121,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,124,29,29,DEF,,Meg,Douty,Meg Douty,4,0,0,0,0,1,1,1,0.0,0,0,0.0,0,0,,,2,3,93,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,399,25,25,MIDF,,Jill,Girardi,Jill Girardi,4,1,0,1,3,1,0,0,0.33,0,1,1.0,2,3,,,2,3,85,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,137,19,19,GOAL,,Britt,Read,Britt Read,4,0,0,0,0,1,1,2,0.0,0,0,0.0,0,0,0,0,2,3,171,1,1,8,9,0.53,17,2,3
lacrosse,v1,2022,17,1,2,Championship,225,129,33,33,GOAL,,Mira,Shane,Mira Shane,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,2,3,87,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,180,66,66,DEF,,Molly,Little,Molly Little,4,0,0,0,0,0,2,1,0.0,0,0,0.0,0,0,,,2,3,113,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,127,44,44,DEF,,Sydney,Pirreca,Sydney Pirreca,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,2,3,87,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,136,9,9,MIDF,,Katie,O'Donnell,Katie O'Donnell,4,0,0,0,0,3,0,0,0.0,0,2,0.0,0,0,,,2,3,67,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,424,88,88,ATT,,Charlotte,North,Charlotte North,4,3,3,8,3,2,0,1,1.0,2,2,1.0,0,3,,,2,3,178,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,109,17,17,ATT,,Mollie,Stevens,Mollie Stevens,4,1,0,1,2,0,0,0,0.5,0,0,0.5,0,1,,,2,3,99,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,396,40,40,ATT,,Aurora,Cordingley,Aurora Cordingley,4,0,2,2,2,1,1,0,0.0,0,0,0.5,1,1,,,2,3,97,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,301,5,5,MIDF,,Kerrigan,Miller,Kerrigan Miller,4,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,,,2,3,89,,,,,,,,
lacrosse,v1,2022,17,1,2,Championship,225,178,36,36,DEF,,Becca,Block,Becca Block,4,0,0,0,0,0,1,1,0.0,0,0,0.0,0,0,,,2,3,112,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,178,36,36,DEF,,Becca,Block,Becca Block,4,0,1,1,0,0,1,1,0.0,0,3,0.0,0,0,,,1,2,26,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,129,33,33,GOAL,,Mira,Shane,Mira Shane,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,1,2,2,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,396,40,40,ATT,,Aurora,Cordingley,Aurora Cordingley,4,2,0,2,6,1,0,0,0.33,0,0,0.83,3,5,,,1,2,12,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,124,29,29,DEF,,Meg,Douty,Meg Douty,4,0,0,0,0,0,1,1,0.0,0,0,0.0,0,0,,,1,2,16,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,136,9,9,MIDF,,Katie,O'Donnell,Katie O'Donnell,4,1,0,1,2,0,0,3,0.5,0,2,1.0,1,2,,,1,2,22,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,180,66,66,DEF,,Molly,Little,Molly Little,4,0,0,0,0,2,0,0,0.0,0,1,0.0,0,0,,,1,2,-12,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,399,25,25,MIDF,,Jill,Girardi,Jill Girardi,4,0,0,0,1,5,1,1,0.0,0,1,1.0,1,1,,,1,2,-24,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,424,88,88,ATT,,Charlotte,North,Charlotte North,4,1,0,1,3,2,1,1,0.33,0,2,0.67,1,2,,,1,2,14,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,301,5,5,MIDF,,Kerrigan,Miller,Kerrigan Miller,4,0,0,0,0,0,1,1,0.0,0,0,0.0,0,0,,,1,2,16,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,184,41,41,ATT,,Shayna,Pirreca,Shayna Pirreca,4,1,0,1,5,2,0,0,0.2,0,0,0.6,2,3,,,1,2,-6,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,127,44,44,DEF,,Sydney,Pirreca,Sydney Pirreca,4,0,0,0,1,1,1,0,0.0,0,0,0.0,0,0,,,1,2,6,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,109,17,17,ATT,,Mollie,Stevens,Mollie Stevens,4,0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,,,1,2,-6,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,174,42,42,MIDF,,Ally,Kennedy,Ally Kennedy,4,0,1,1,2,3,1,2,0.0,0,3,1.0,2,2,,,1,2,0,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,225,137,19,19,GOAL,,Britt,Read,Britt Read,4,0,1,1,0,2,0,0,0.0,0,0,0.0,0,0,0,0,1,2,71,1,1,12,13,0.52,25,1,2
lacrosse,v1,2022,17,1,3,Championship,223,300,35,35,DEF,,Lizzie,Colson,Lizzie Colson,4,0,1,1,1,1,1,3,0.0,0,1,1.0,1,1,,,2,1,137,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,404,52,52,GOAL,,Molly,Dougherty,Molly Dougherty,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,2,1,123,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,405,91,91,DEF,,Emma,Trenchard,Emma Trenchard,4,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,,,2,1,125,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,105,8,8,DEF,,Katrina,Geiger,Katrina Geiger,4,0,0,0,0,1,2,3,0.0,0,0,0.0,0,0,,,2,1,145,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,193,7,7,MIDF,,Amanda,Johansen,Amanda Johansen,4,3,0,3,4,3,1,3,0.75,0,4,0.75,0,3,,,2,1,206,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,490,38,38,ATT,,Sam,Geiersbach,Sam Geiersbach,4,2,1,3,2,2,0,0,1.0,0,0,1.0,0,2,,,2,1,135,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,173,47,47,MIDF,,Alyssa,Parrella,Alyssa Parrella,4,1,2,3,4,0,0,0,0.25,0,2,0.75,2,3,,,2,1,143,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,100,22,22,MIDF,DRWSP,Haley,Warden,Haley Warden,4,0,0,0,0,1,2,1,0.0,0,1,0.0,0,0,,,2,1,143,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,406,3,3,ATT,,Lauren,Gilbert,Lauren Gilbert,4,1,0,1,5,2,0,0,0.2,0,0,1.0,4,5,,,2,1,107,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,394,20,20,DEF,,Courtney,Taylor,Courtney Taylor,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,2,1,123,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,182,28,28,ATT,,Nicole,Levy,Nicole Levy,4,1,1,2,4,0,0,0,0.25,0,0,0.75,2,3,,,2,1,135,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,138,11,11,MIDF,,Dempsey,Arsenault,Dempsey Arsenault,4,2,1,3,5,0,2,4,0.4,0,0,0.8,2,4,,,2,1,179,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,130,14,14,ATT,,Sam,Apuzzo,Sam Apuzzo,4,2,1,3,6,1,1,1,0.33,0,1,0.67,2,4,,,2,1,155,,,,,,,,
lacrosse,v1,2022,17,1,3,Championship,223,393,77,77,GOAL,,Taylor,Moreno,Taylor Moreno,4,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,2,1,200,1,1,5,10,0.67,15,2,1
lacrosse,v1,2022,17,1,4,Championship,224,95,13,13,ATT,DRWSP,Sammy Jo,Tracy,Sammy Jo Tracy,4,0,0,0,2,2,0,1,0.0,0,0,0.0,0,0,,,3,1,55,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,395,21,21,MIDF,,Ally,Mastroianni,Ally Mastroianni,4,1,0,1,3,0,0,1,0.33,0,3,0.67,1,2,,,3,1,114,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,179,45,45,DEF,,Kayla,Wood,Kayla Wood,4,0,0,0,0,2,2,1,0.0,0,1,0.0,0,0,,,3,1,93,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,491,32,32,MIDF,,Kelsey,Huff,Kelsey Huff,4,2,0,2,5,0,1,3,0.4,0,0,0.8,2,4,,,3,1,119,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,185,2,2,ATT,,Izzy,McMahon,Izzy McMahon,4,0,1,1,4,0,1,1,0.0,0,0,0.5,2,2,,,3,1,95,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,392,99,99,GOAL,,Paulina,DiFatta,Paulina DiFatta,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,3,1,81,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,403,39,39,ATT,,Jamie,Ortega,Jamie Ortega,4,3,1,4,3,2,0,0,1.0,0,0,1.0,0,3,,,3,1,135,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,101,37,37,ATT,,Halle,Majorana,Halle Majorana,4,1,2,3,2,0,0,0,0.5,0,0,1.0,1,2,,,3,1,99,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,156,83,83,DEF,,Kristen,Carr,Kristen Carr,4,0,0,0,0,0,2,1,0.0,0,0,0.0,0,0,,,3,1,107,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,181,46,46,MIDF,,Lindsey,McKone,Lindsey McKone,4,0,1,1,3,1,1,0,0.0,0,3,0.67,2,2,,,3,1,91,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,183,31,31,DEF,,Kyra,Pelton,Kyra Pelton,4,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,,,3,1,83,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,398,24,24,DEF,,Ally,Palermo,Ally Palermo,4,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0,,,3,1,73,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,224,186,0,00,GOAL,,Kady,Glynn,Kady Glynn,4,0,0,0,0,1,0,1,0.0,0,0,0.0,0,0,0,0,3,1,168,1,1,6,9,0.6,15,3,1
lacrosse,v1,2022,17,1,4,Championship,224,102,18,18,MIDF,DRWSP,Taylor,VanThof,Taylor VanThof,4,1,0,1,1,0,1,1,1.0,0,0,1.0,0,1,,,3,1,107,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,107,43,43,GOAL,,Caylee,Waters,Caylee Waters,4,0,0,0,0,0,1,2,0.0,0,0,0.0,0,0,0,0,1,3,100,1,1,8,8,0.5,16,1,3
lacrosse,v1,2022,17,1,4,Championship,222,401,54,54,DEF,,Sarah,Cooper,Sarah Cooper,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,1,3,44,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,402,16,16,ATT,,Scottie Rose,Growney,Scottie Rose Growney,4,2,1,4,3,1,0,1,0.67,1,0,1.0,1,3,,,1,3,68,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,397,27,27,MIDF,,Sydney,Watson,Sydney Watson,4,1,0,1,1,3,0,0,1.0,0,0,1.0,0,1,,,1,3,32,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,175,26,26,DEF,,Ella,Simkins,Ella Simkins,4,0,0,0,0,1,2,1,0.0,0,0,0.0,0,0,,,1,3,62,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,188,6,6,MIDF,,Kelly,McPartland,Kelly McPartland,4,2,0,2,3,2,1,1,0.67,0,0,0.67,0,2,,,1,3,66,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,400,12,12,MIDF,,Grace,Griffin,Grace Griffin,4,0,2,2,1,0,0,1,0.0,0,2,1.0,1,1,,,1,3,56,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,93,1,1,DEF,,Amber,McKenzie,Amber McKenzie,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,1,3,44,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,155,4,4,MIDF,,Marie,McCool,Marie McCool,4,0,0,0,7,0,2,4,0.0,0,7,0.43,3,3,,,1,3,84,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,162,34,34,ATT,,Alex,Aust Holman,Alex Aust Holman,4,1,0,1,1,1,0,0,1.0,0,0,1.0,0,1,,,1,3,48,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,177,23,23,DEF,,Caroline,Wakefield,Caroline Wakefield,4,0,0,0,0,0,2,1,0.0,0,0,0.0,0,0,,,1,3,70,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,133,10,10,ATT,,Kenzie,Kent,Kenzie Kent,4,0,1,1,2,2,0,2,0.0,0,2,0.5,1,1,,,1,3,34,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,98,15,15,ATT,MIDF,Cortney,Fortunato,Cortney Fortunato,4,0,0,0,4,1,0,0,0.0,0,0,0.75,3,3,,,1,3,30,,,,,,,,
lacrosse,v1,2022,17,1,4,Championship,222,302,30,30,GOAL,,Molly,Wolf,Molly Wolf,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,1,3,44,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,301,5,5,MIDF,,Kerrigan,Miller,Kerrigan Miller,5,1,0,1,2,0,1,2,0.5,0,0,1.0,1,2,,,3,1,87,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,174,42,42,MIDF,,Ally,Kennedy,Ally Kennedy,5,2,0,2,8,0,0,0,0.25,0,0,0.63,3,5,,,3,1,112,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,137,19,19,GOAL,,Britt,Read,Britt Read,5,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,3,1,101,1,1,8,8,0.5,16,3,1
lacrosse,v1,2022,17,1,5,Championship,225,424,88,88,ATT,,Charlotte,North,Charlotte North,5,3,2,5,5,1,0,0,0.6,0,1,0.8,1,4,,,3,1,97,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,396,40,40,ATT,,Aurora,Cordingley,Aurora Cordingley,5,1,1,2,2,1,0,0,0.5,0,0,1.0,1,2,,,3,1,67,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,109,17,17,ATT,,Mollie,Stevens,Mollie Stevens,5,0,0,0,2,3,0,1,0.0,0,0,0.5,1,1,,,3,1,37,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,124,29,29,DEF,,Meg,Douty,Meg Douty,5,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,,,3,1,63,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,127,44,44,DEF,,Sydney,Pirreca,Sydney Pirreca,5,0,0,0,2,0,2,0,0.0,0,0,0.0,0,0,,,3,1,85,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,136,9,9,MIDF,,Katie,O'Donnell,Katie O'Donnell,5,1,0,1,2,1,0,1,0.5,0,1,1.0,1,2,,,3,1,67,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,184,41,41,ATT,,Shayna,Pirreca,Shayna Pirreca,5,1,0,1,3,0,0,1,0.33,0,0,0.67,1,2,,,3,1,73,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,129,33,33,GOAL,,Mira,Shane,Mira Shane,5,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,3,1,61,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,399,25,25,MIDF,,Jill,Girardi,Jill Girardi,5,1,0,1,3,2,0,0,0.33,0,5,0.33,0,1,,,3,1,61,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,178,36,36,DEF,,Becca,Block,Becca Block,5,0,0,0,0,3,1,4,0.0,0,4,0.0,0,0,,,3,1,76,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,225,180,66,66,DEF,,Molly,Little,Molly Little,5,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,,,3,1,61,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,224,156,83,83,DEF,,Kristen,Carr,Kristen Carr,5,0,0,0,0,1,1,1,0.0,0,1,0.0,0,0,,,1,3,72,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,224,95,13,13,ATT,DRWSP,Sammy Jo,Tracy,Sammy Jo Tracy,5,1,0,1,1,2,0,0,1.0,0,3,1.0,0,1,,,1,3,66,,,,,,,,
lacrosse,v1,2022,17,1,5,Championship,224,491,32,32,MIDF,,Kelsey,Huff,Kelsey Huff,5,2,0,3,5,0,0,1,0.4,1,0,0.8,2,4,,,1,3,120,,,,,,,,
