sport,api_version,season,seasonId,week_number,game_number,season_type,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,team_id,sets_played,kills,kills_per_set,attack_errors,attack_attempts,attack_percentage,assists,assists_per_set,setting_errors,service_errors,service_aces,service_aces_per_set,total_reception_attempts,reception_errors,positive_reception_pct,digs,digs_per_set,blocks,blocks_per_set,au_total_points
volleyball,v1,2022,11,6,1,Championship,,,None,,,,,None None,,,None,,,127,28,42,1.5,24,134,0.13,41,1.46,1,5,3,0.18,65,2,0.49,64,2.29,7,0.25,1497
volleyball,v1,2022,11,6,1,Championship,,,None,,,,,None None,,,None,,,126,25,39,1.56,12,121,0.22,37,1.48,0,2,7,0.08,65,5,0.66,56,2.24,8,0.32,1735
volleyball,v1,2022,11,7,2,Championship,,,None,,,,,None None,,,None,,,132,25,46,1.84,10,133,0.27,44,1.76,1,3,4,0.12,73,6,0.44,65,2.6,11,0.44,1092
volleyball,v1,2022,11,7,2,Championship,,,None,,,,,None None,,,None,,,131,21,59,2.81,20,150,0.26,52,2.48,0,6,6,0.29,72,3,0.61,66,3.14,1,0.05,2340
volleyball,v1,2022,11,8,2,Championship,,,None,,,,,None None,,,None,,,130,21,34,1.62,15,110,0.17,30,1.43,2,6,9,0.29,56,3,0.63,55,2.62,10,0.48,2167
volleyball,v1,2022,11,8,2,Championship,,,None,,,,,None None,,,None,,,133,22,35,1.59,18,114,0.15,32,1.45,2,4,7,0.18,57,3,0.47,52,2.36,8,0.36,858
volleyball,v1,2022,11,9,2,Championship,,,None,,,,,None None,,,None,,,133,25,51,2.04,12,136,0.29,48,1.92,0,4,6,0.16,68,3,0.43,55,2.2,2,0.08,2113
volleyball,v1,2022,11,9,2,Championship,,,None,,,,,None None,,,None,,,131,21,47,2.24,10,120,0.31,45,2.14,3,3,3,0.14,64,4,0.5,63,3.0,4,0.19,1136
volleyball,v1,2022,11,10,2,Championship,,,None,,,,,None None,,,None,,,132,26,42,1.62,16,122,0.21,41,1.58,1,2,7,0.08,57,2,0.58,53,2.04,8,0.31,2184
volleyball,v1,2022,11,10,2,Championship,,,None,,,,,None None,,,None,,,130,23,38,1.65,17,112,0.19,36,1.57,0,4,8,0.17,62,2,0.6,53,2.3,7,0.3,979
volleyball,v1,2022,11,11,2,Championship,,,None,,,,,None None,,,None,,,133,23,45,1.96,14,115,0.27,42,1.83,0,8,9,0.35,68,3,0.44,45,1.96,5,0.22,1087
volleyball,v1,2022,11,11,2,Championship,,,None,,,,,None None,,,None,,,132,26,47,1.81,13,110,0.31,41,1.58,0,3,4,0.12,61,7,0.49,47,1.81,9,0.35,2024
volleyball,v1,2022,11,12,2,Championship,,,None,,,,,None None,,,None,,,131,21,44,2.1,14,101,0.3,41,1.95,1,4,4,0.19,53,2,0.66,48,2.29,6,0.29,2255
volleyball,v1,2022,11,12,2,Championship,,,None,,,,,None None,,,None,,,130,24,35,1.46,15,104,0.19,34,1.42,1,3,3,0.13,63,3,0.62,38,1.58,4,0.17,854
volleyball,v1,2022,11,13,3,Championship,,,None,,,,,None None,,,None,,,136,24,47,1.96,10,142,0.26,44,1.83,3,5,7,0.21,64,3,0.53,71,2.96,8,0.33,2407
volleyball,v1,2022,11,13,3,Championship,,,None,,,,,None None,,,None,,,135,24,41,1.71,20,145,0.14,40,1.67,0,3,2,0.13,68,5,0.37,77,3.21,6,0.25,1007
volleyball,v1,2022,11,14,3,Championship,,,None,,,,,None None,,,None,,,134,22,35,1.59,14,103,0.2,30,1.36,1,4,7,0.18,62,4,0.47,42,1.91,4,0.18,790
volleyball,v1,2022,11,14,3,Championship,,,None,,,,,None None,,,None,,,137,22,43,1.95,11,101,0.32,40,1.82,1,5,9,0.23,54,4,0.61,44,2.0,6,0.27,2198
volleyball,v1,2022,11,15,3,Championship,,,None,,,,,None None,,,None,,,137,23,43,1.87,18,133,0.19,39,1.7,1,3,9,0.13,76,3,0.59,60,2.61,12,0.52,2128
volleyball,v1,2022,11,15,3,Championship,,,None,,,,,None None,,,None,,,135,25,49,1.96,27,147,0.15,44,1.76,1,3,5,0.12,74,3,0.45,60,2.4,10,0.4,945
volleyball,v1,2022,11,16,3,Championship,,,None,,,,,None None,,,None,,,136,25,46,1.84,10,110,0.33,43,1.72,1,7,4,0.28,57,1,0.6,41,1.64,7,0.28,2764
volleyball,v1,2022,11,16,3,Championship,,,None,,,,,None None,,,None,,,134,23,43,1.87,18,109,0.23,40,1.74,1,1,4,0.04,69,5,0.43,47,2.04,5,0.22,453
volleyball,v1,2022,11,17,3,Championship,,,None,,,,,None None,,,None,,,137,26,36,1.38,21,133,0.11,36,1.38,3,2,6,0.08,60,3,0.58,67,2.58,8,0.31,937
volleyball,v1,2022,11,17,3,Championship,,,None,,,,,None None,,,None,,,136,24,38,1.58,14,128,0.19,38,1.58,2,3,12,0.13,61,1,0.62,62,2.58,9,0.38,2212
volleyball,v1,2022,11,18,3,Championship,,,None,,,,,None None,,,None,,,135,26,41,1.58,12,118,0.25,36,1.38,3,1,4,0.04,54,5,0.52,52,2.0,6,0.23,1652
volleyball,v1,2022,11,18,3,Championship,,,None,,,,,None None,,,None,,,134,28,37,1.32,13,109,0.22,32,1.14,1,5,6,0.18,59,1,0.49,56,2.0,3,0.11,1394
volleyball,v1,2022,11,19,4,Championship,,,None,,,,,None None,,,None,,,140,28,44,1.57,14,121,0.25,44,1.57,2,2,4,0.07,70,6,0.6,50,1.79,4,0.14,506
volleyball,v1,2022,11,19,4,Championship,,,None,,,,,None None,,,None,,,139,23,47,2.04,9,115,0.33,44,1.91,2,7,3,0.3,57,2,0.39,55,2.39,9,0.39,2851
volleyball,v1,2022,11,20,4,Championship,,,None,,,,,None None,,,None,,,138,26,35,1.35,14,132,0.16,30,1.15,0,3,7,0.12,68,3,0.47,53,2.04,8,0.31,1011
volleyball,v1,2022,11,20,4,Championship,,,None,,,,,None None,,,None,,,141,22,47,2.14,19,128,0.22,43,1.95,1,3,3,0.14,55,3,0.49,71,3.23,5,0.23,2084
volleyball,v1,2022,11,21,4,Championship,,,None,,,,,None None,,,None,,,141,23,58,2.52,21,145,0.26,54,2.35,1,3,8,0.13,66,0,0.53,67,2.91,4,0.17,2179
volleyball,v1,2022,11,21,4,Championship,,,None,,,,,None None,,,None,,,139,24,38,1.58,6,121,0.26,36,1.5,0,1,3,0.04,63,3,0.52,46,1.92,10,0.42,1096
volleyball,v1,2022,11,22,4,Championship,,,None,,,,,None None,,,None,,,140,25,39,1.56,11,141,0.2,35,1.4,1,5,9,0.2,50,1,0.56,69,2.76,7,0.28,2764
volleyball,v1,2022,11,22,4,Championship,,,None,,,,,None None,,,None,,,138,22,32,1.45,20,129,0.09,30,1.36,1,1,8,0.05,63,4,0.43,75,3.41,4,0.18,411
volleyball,v1,2022,11,23,4,Championship,,,None,,,,,None None,,,None,,,141,25,38,1.52,12,110,0.24,36,1.44,3,2,9,0.08,71,8,0.42,58,2.32,2,0.08,410
volleyball,v1,2022,11,23,4,Championship,,,None,,,,,None None,,,None,,,140,28,41,1.46,9,118,0.27,36,1.29,0,8,3,0.29,46,2,0.65,50,1.79,5,0.18,2755
volleyball,v1,2022,11,24,4,Championship,,,None,,,,,None None,,,None,,,139,22,41,1.86,12,113,0.26,38,1.73,0,2,7,0.09,58,3,0.53,54,2.45,10,0.45,2266
volleyball,v1,2022,11,24,4,Championship,,,None,,,,,None None,,,None,,,138,25,42,1.68,22,128,0.16,39,1.56,1,3,6,0.12,66,2,0.53,52,2.08,3,0.12,869
volleyball,v1,2022,11,25,5,Championship,,,None,,,,,None None,,,None,,,144,21,44,2.1,19,136,0.18,40,1.9,2,1,4,0.05,59,2,0.63,73,3.48,6,0.29,2107
volleyball,v1,2022,11,25,5,Championship,,,None,,,,,None None,,,None,,,143,25,39,1.56,18,141,0.15,37,1.48,0,3,8,0.12,66,1,0.53,66,2.64,12,0.48,1057
volleyball,v1,2022,11,26,5,Championship,,,None,,,,,None None,,,None,,,142,23,49,2.13,12,120,0.31,48,2.09,1,4,3,0.17,60,5,0.53,59,2.57,4,0.17,2155
volleyball,v1,2022,11,26,5,Championship,,,None,,,,,None None,,,None,,,145,27,44,1.63,11,120,0.28,41,1.52,0,5,6,0.19,67,3,0.58,48,1.78,5,0.19,1035
volleyball,v1,2022,11,27,5,Championship,,,None,,,,,None None,,,None,,,145,27,45,1.67,18,118,0.23,39,1.44,1,1,8,0.04,60,2,0.53,52,1.93,5,0.19,1979
volleyball,v1,2022,11,27,5,Championship,,,None,,,,,None None,,,None,,,143,25,35,1.4,13,105,0.21,31,1.24,4,3,5,0.12,59,1,0.51,48,1.92,11,0.44,943
volleyball,v1,2022,11,28,5,Championship,,,None,,,,,None None,,,None,,,144,26,42,1.62,19,133,0.17,37,1.42,1,4,4,0.15,70,5,0.59,54,2.08,3,0.12,477
volleyball,v1,2022,11,28,5,Championship,,,None,,,,,None None,,,None,,,142,24,44,1.83,10,118,0.29,44,1.83,0,5,4,0.21,57,3,0.47,65,2.71,7,0.29,2651
volleyball,v1,2022,11,29,5,Championship,,,None,,,,,None None,,,None,,,145,32,43,1.34,16,149,0.18,41,1.28,1,2,10,0.06,74,6,0.5,65,2.03,8,0.25,1952
volleyball,v1,2022,11,29,5,Championship,,,None,,,,,None None,,,None,,,144,28,43,1.54,22,140,0.15,38,1.36,4,6,4,0.21,66,2,0.62,71,2.54,11,0.39,976
volleyball,v1,2022,11,30,5,Championship,,,None,,,,,None None,,,None,,,143,21,45,2.14,14,144,0.22,43,2.05,2,0,5,0.0,70,2,0.5,65,3.1,9,0.43,1073
volleyball,v1,2022,11,30,5,Championship,,,None,,,,,None None,,,None,,,142,24,50,2.08,19,148,0.21,48,2.0,0,2,6,0.08,68,0,0.65,75,3.13,5,0.21,2175
